T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,85028,23706,2258,1724,764,568,0,-1.299998902,-0.762999356,-2.005998306,2.139998192,1.429998792
12,0,70000,15000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
12,0,85000,25000,3000,3000,3000,3000,0,-1.5,0,0,0,0
12,0,100000,33000,6000,6000,6000,6000,0,-2.5,3.15159,3.15159,3.15159,3.15159
