T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,1395,279411,101338,16201,11467,4751,2465,0,-1.102999068,-0.093999921,-1.21899897,-2.29699806,2.760997668
12,0,260000,80000,5000,5000,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
12,1500,280000,100000,15000,15000,5000,3000,0,-1.5,0,0,0,0
12,3000,300000,120000,25000,25000,10000,7000,0,-2.5,3.15159,3.15159,3.15159,3.15159
