Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 03:54:54,-51.37000,-0.99000,-1.62000,79.00000,69.00000,73.00000,79.00000,84.00000,91.00000,11.61000,8.17000,15.91000,11.89667,51.37954,268.89594,-17.99333,73.66667,84.66667
2,2023/6/30 下午 03:54:54,-50.40000,1.46000,-1.48000,95.00000,87.00000,86.00000,77.00000,94.00000,96.00000,18.49000,15.91000,21.50000,18.63333,50.42114,271.65929,-16.80667,89.33333,89.00000
3,2023/6/30 下午 03:54:54,-48.58000,-1.73000,-1.55000,99.00000,86.00000,88.00000,85.00000,90.00000,95.00000,20.21000,15.48000,22.36000,19.35000,48.61079,267.96048,-17.28667,91.00000,90.00000
4,2023/6/30 下午 03:54:54,-46.64000,-1.88000,-0.94000,83.00000,79.00000,75.00000,66.00000,93.00000,92.00000,13.33000,12.47000,16.77000,14.19000,46.67787,267.69173,-16.48667,79.00000,83.66667
5,2023/6/30 下午 03:54:54,-51.25000,-1.31000,-1.47000,94.00000,95.00000,86.00000,84.00000,94.00000,92.00000,18.06000,19.35000,21.50000,19.63667,51.26674,268.53578,-18.01000,91.66667,90.00000
6,2023/6/30 下午 03:54:54,-48.51000,-0.48000,-0.76000,86.00000,81.00000,80.00000,77.00000,90.00000,92.00000,14.62000,13.33000,18.92000,15.62333,48.51237,269.43308,-16.58333,82.33333,86.33333
7,2023/6/30 下午 03:54:54,-49.41000,-2.66000,-1.56000,91.00000,85.00000,82.00000,82.00000,91.00000,94.00000,16.77000,15.05000,19.78000,17.20000,49.48155,266.91844,-17.87667,86.00000,89.00000
8,2023/6/30 下午 03:54:54,-47.85000,-3.74000,-2.17000,98.00000,91.00000,86.00000,79.00000,93.00000,92.00000,19.78000,17.63000,21.50000,19.63667,47.99594,265.53080,-17.92000,91.66667,88.00000
9,2023/6/30 下午 03:54:54,-46.10000,-0.71000,-2.22000,89.00000,86.00000,84.00000,81.00000,92.00000,93.00000,15.91000,15.48000,20.64000,17.34333,46.10547,269.11764,-16.34333,86.33333,88.66667
10,2023/6/30 下午 03:54:54,-48.91000,-2.90000,-2.39000,92.00000,92.00000,91.00000,74.00000,91.00000,98.00000,17.20000,18.06000,23.65000,19.63667,48.99590,266.60676,-18.06667,91.66667,87.66667
11,2023/6/30 下午 03:54:54,-47.30000,-3.26000,-1.69000,90.00000,89.00000,88.00000,82.00000,91.00000,92.00000,16.34000,16.77000,22.36000,18.49000,47.41221,266.05731,-17.41667,89.00000,88.33333
12,2023/6/30 下午 03:54:54,-45.03000,-2.69000,-1.26000,80.00000,75.00000,68.00000,81.00000,90.00000,93.00000,12.04000,10.75000,13.76000,12.18333,45.11028,266.58133,-16.32667,74.33333,88.00000
13,2023/6/30 下午 03:54:54,-47.09000,-1.59000,-1.38000,99.00000,99.00000,88.00000,89.00000,96.00000,95.00000,20.21000,21.07000,22.36000,21.21333,47.11684,268.06614,-16.68667,95.33333,93.33333
14,2023/6/30 下午 03:54:54,-45.27000,-0.45000,-0.50000,82.00000,73.00000,72.00000,73.00000,86.00000,98.00000,12.90000,9.89000,15.48000,12.75667,45.27224,269.43048,-15.40667,75.66667,85.66667
15,2023/6/30 下午 03:54:54,-45.14000,0.96000,-1.08000,81.00000,91.00000,91.00000,78.00000,94.00000,96.00000,12.47000,17.63000,23.65000,17.91667,45.15021,271.21834,-15.08667,87.66667,89.33333
16,2023/6/30 下午 03:54:54,-44.45000,0.55000,-0.97000,89.00000,86.00000,80.00000,84.00000,91.00000,92.00000,15.91000,15.48000,18.92000,16.77000,44.45340,270.70891,-14.95667,85.00000,89.00000
17,2023/6/30 下午 03:54:54,-45.92000,0.38000,0.00000,86.00000,77.00000,70.00000,82.00000,86.00000,95.00000,14.62000,11.61000,14.62000,13.61667,45.92157,270.47413,-15.18000,77.66667,87.66667
18,2023/6/30 下午 03:54:54,-44.25000,0.94000,-0.42000,84.00000,81.00000,81.00000,79.00000,92.00000,90.00000,13.76000,13.33000,19.35000,15.48000,44.25998,271.21695,-14.57667,82.00000,87.00000
19,2023/6/30 下午 03:54:54,-44.72000,-0.19000,-0.96000,84.00000,94.00000,92.00000,75.00000,86.00000,95.00000,13.76000,18.92000,24.08000,18.92000,44.72040,269.75657,-15.29000,90.00000,85.33333
20,2023/6/30 下午 03:54:54,-48.52000,-0.28000,-0.66000,93.00000,94.00000,96.00000,80.00000,87.00000,95.00000,17.63000,18.92000,25.80000,20.78333,48.52081,269.66936,-16.48667,94.33333,87.33333
21,2023/6/30 下午 03:54:54,-46.42000,-1.15000,-1.06000,92.00000,94.00000,82.00000,84.00000,89.00000,96.00000,17.20000,18.92000,19.78000,18.63333,46.43424,268.58086,-16.21000,89.33333,89.66667
22,2023/6/30 下午 03:54:54,-42.77000,-4.19000,-0.67000,83.00000,87.00000,83.00000,78.00000,90.00000,93.00000,13.33000,15.91000,20.21000,16.48333,42.97475,264.40482,-15.87667,84.33333,87.00000
23,2023/6/30 下午 03:54:54,-39.89000,-1.20000,1.12000,80.00000,80.00000,68.00000,72.00000,85.00000,92.00000,12.04000,12.90000,13.76000,12.90000,39.90805,268.27691,-13.32333,76.00000,83.00000
24,2023/6/30 下午 03:54:54,-42.67000,-0.75000,0.56000,89.00000,89.00000,95.00000,82.00000,89.00000,96.00000,15.91000,16.77000,25.37000,19.35000,42.67659,268.99303,-14.28667,91.00000,89.00000
25,2023/6/30 下午 03:54:54,-41.75000,0.26000,-0.96000,99.00000,95.00000,87.00000,83.00000,93.00000,96.00000,20.21000,19.35000,21.93000,20.49667,41.75081,270.35681,-14.15000,93.66667,90.66667
