Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 03:45:49,-31.36000,-0.92000,-2.54000,86.00000,87.00000,76.00000,83.00000,94.00000,96.00000,13.33000,15.05000,16.77000,15.05000,31.37349,268.31961,-11.60667,83.00000,91.00000
2,2023/6/30 下午 03:45:49,-30.87000,-3.24000,-2.21000,88.00000,87.00000,82.00000,90.00000,93.00000,94.00000,14.19000,15.05000,19.35000,16.19667,31.03956,264.00839,-12.10667,85.66667,92.33333
3,2023/6/30 下午 03:45:49,-32.99000,0.79000,-1.50000,115.00000,110.00000,110.00000,82.00000,91.00000,96.00000,25.80000,24.94000,31.39000,27.37667,32.99946,271.37178,-11.23333,111.66667,89.66667
4,2023/6/30 下午 03:45:49,-29.89000,-0.24000,-3.50000,100.00000,97.00000,95.00000,87.00000,92.00000,97.00000,19.35000,19.35000,24.94000,21.21333,29.89096,269.53996,-11.21000,97.33333,92.00000
5,2023/6/30 下午 03:45:49,-30.07000,-1.59000,-4.16000,104.00000,97.00000,96.00000,84.00000,92.00000,97.00000,21.07000,19.35000,25.37000,21.93000,30.11201,266.97321,-11.94000,99.00000,91.00000
6,2023/6/30 下午 03:45:49,-29.69000,-1.57000,-3.79000,109.00000,100.00000,91.00000,85.00000,96.00000,96.00000,23.22000,20.64000,23.22000,22.36000,29.73148,266.97303,-11.68333,100.00000,92.33333
7,2023/6/30 下午 03:45:49,-29.00000,-0.93000,-3.89000,95.00000,86.00000,82.00000,68.00000,90.00000,94.00000,17.20000,14.62000,19.35000,17.05667,29.01491,268.16321,-11.27333,87.66667,84.00000
8,2023/6/30 下午 03:45:49,-23.02000,-1.23000,-2.38000,79.00000,78.00000,70.00000,78.00000,92.00000,94.00000,10.32000,11.18000,14.19000,11.89667,23.05284,266.94149,-8.87667,75.66667,88.00000
9,2023/6/30 下午 03:45:49,-23.15000,-2.61000,-2.86000,97.00000,92.00000,90.00000,85.00000,96.00000,96.00000,18.06000,17.20000,22.79000,19.35000,23.29666,263.56747,-9.54000,93.00000,92.33333
10,2023/6/30 下午 03:45:49,-23.93000,-1.00000,-3.20000,81.00000,81.00000,82.00000,79.00000,96.00000,95.00000,11.18000,12.47000,19.35000,14.33333,23.95088,267.60708,-9.37667,81.33333,90.00000
