Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 05:24:40,62.94000,-3.46000,-1.06000,92.00000,96.00000,90.00000,87.00000,91.00000,90.00000,19.35000,21.93000,25.80000,22.36000,63.03503,93.14655,19.47333,92.66667,89.33333
2,2023/6/30 下午 05:24:40,64.60000,-4.68000,-5.80000,103.00000,104.00000,100.00000,77.00000,84.00000,90.00000,24.08000,25.37000,30.10000,26.51667,64.76930,94.14360,18.04000,102.33333,83.66667
3,2023/6/30 下午 05:24:40,58.06000,5.76000,-1.56000,100.00000,105.00000,102.00000,86.00000,92.00000,96.00000,22.79000,25.80000,30.96000,26.51667,58.34502,84.33436,20.75333,102.33333,91.33333
4,2023/6/30 下午 05:24:40,54.06000,2.54000,-1.58000,98.00000,106.00000,100.00000,89.00000,94.00000,94.00000,21.93000,26.23000,30.10000,26.08667,54.11964,87.30995,18.34000,101.33333,92.33333
5,2023/6/30 下午 05:24:40,58.52000,-0.84000,-4.78000,120.00000,129.00000,121.00000,92.00000,95.00000,94.00000,31.39000,36.12000,39.13000,35.54667,58.52603,90.82237,17.63333,123.33333,93.66667
6,2023/6/30 下午 05:24:40,55.18000,1.78000,-7.54000,104.00000,103.00000,104.00000,95.00000,87.00000,94.00000,24.51000,24.94000,31.82000,27.09000,55.20870,88.15239,16.47333,103.66667,92.00000
7,2023/6/30 下午 05:24:40,48.48000,2.72000,-6.84000,104.00000,106.00000,108.00000,89.00000,88.00000,93.00000,24.51000,26.23000,33.54000,28.09333,48.55624,86.78875,14.78667,106.00000,90.00000
8,2023/6/30 下午 05:24:40,47.90000,-1.86000,-4.44000,105.00000,101.00000,98.00000,90.00000,92.00000,94.00000,24.94000,24.08000,29.24000,26.08667,47.93610,92.22373,13.86667,101.33333,92.00000
9,2023/6/30 下午 05:24:40,41.48000,-6.16000,-2.70000,110.00000,99.00000,93.00000,89.00000,92.00000,93.00000,27.09000,23.22000,27.09000,25.80000,41.93490,98.44699,10.87333,100.66667,91.33333
10,2023/6/30 下午 05:24:40,39.32000,-0.18000,-1.14000,113.00000,114.00000,112.00000,92.00000,89.00000,95.00000,28.38000,29.67000,35.26000,31.10333,39.32041,90.26229,12.66667,113.00000,92.00000
11,2023/6/30 下午 05:24:40,43.44000,5.64000,1.06000,125.00000,123.00000,123.00000,92.00000,95.00000,96.00000,33.54000,33.54000,39.99000,35.69000,43.80460,82.60243,16.71333,123.66667,94.33333
12,2023/6/30 下午 05:24:40,43.34000,2.74000,0.78000,103.00000,105.00000,97.00000,94.00000,97.00000,96.00000,24.08000,25.80000,28.81000,26.23000,43.42653,86.38252,15.62000,101.66667,95.66667
