Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 03:50:45,-26.82000,1.39000,-5.92000,114.00000,109.00000,102.00000,86.00000,94.00000,94.00000,26.66000,25.80000,28.38000,26.94667,26.85600,272.96681,-10.45000,108.33333,91.33333
2,2023/6/30 下午 03:50:45,-29.05000,4.02000,-8.31000,102.00000,93.00000,92.00000,79.00000,93.00000,96.00000,21.50000,18.92000,24.08000,21.50000,29.32683,277.87867,-11.11333,95.66667,89.33333
3,2023/6/30 下午 03:50:45,-29.53000,-0.48000,-7.78000,100.00000,92.00000,81.00000,83.00000,94.00000,92.00000,20.64000,18.49000,19.35000,19.49333,29.53390,269.06876,-12.59667,91.00000,89.66667
4,2023/6/30 下午 03:50:45,-26.99000,-1.80000,-6.70000,98.00000,89.00000,90.00000,83.00000,93.00000,98.00000,19.78000,17.20000,23.22000,20.06667,27.04996,266.18452,-11.83000,92.33333,91.33333
5,2023/6/30 下午 03:50:45,-25.08000,-1.67000,-5.76000,84.00000,76.00000,78.00000,84.00000,95.00000,96.00000,13.76000,11.61000,18.06000,14.47667,25.13554,266.19047,-10.83667,79.33333,91.66667
6,2023/6/30 下午 03:50:45,-23.79000,-0.98000,-6.85000,73.00000,70.00000,71.00000,67.00000,85.00000,94.00000,9.03000,9.03000,15.05000,11.03667,23.81018,267.64110,-10.54000,71.33333,82.00000
7,2023/6/30 下午 03:50:45,-24.65000,-2.05000,-6.25000,106.00000,96.00000,103.00000,87.00000,92.00000,97.00000,23.22000,20.21000,28.81000,24.08000,24.73510,265.24598,-10.98333,101.66667,92.00000
8,2023/6/30 下午 03:50:45,-21.59000,-1.38000,-6.02000,108.00000,101.00000,84.00000,80.00000,92.00000,98.00000,24.08000,22.36000,20.64000,22.36000,21.63406,266.34272,-9.66333,97.66667,90.00000
9,2023/6/30 下午 03:50:45,-19.47000,-1.41000,-5.19000,98.00000,96.00000,93.00000,82.00000,90.00000,95.00000,19.78000,20.21000,24.51000,21.50000,19.52099,265.85792,-8.69000,95.66667,89.00000
10,2023/6/30 下午 03:50:45,-17.53000,-2.02000,-5.66000,79.00000,73.00000,72.00000,84.00000,94.00000,97.00000,11.61000,10.32000,15.48000,12.47000,17.64600,263.42674,-8.40333,74.66667,91.66667
11,2023/6/30 下午 03:50:45,-17.34000,-2.15000,-6.82000,73.00000,67.00000,61.00000,74.00000,92.00000,93.00000,9.03000,7.74000,10.75000,9.17333,17.47278,262.93193,-8.77000,67.00000,86.33333
12,2023/6/30 下午 03:50:45,-15.98000,-1.77000,-6.40000,86.00000,84.00000,81.00000,85.00000,93.00000,94.00000,14.62000,15.05000,19.35000,16.34000,16.07773,263.67949,-8.05000,83.66667,90.66667
13,2023/6/30 下午 03:50:45,-13.96000,-1.33000,-6.19000,86.00000,89.00000,80.00000,89.00000,94.00000,92.00000,14.62000,17.20000,18.92000,16.91333,14.02321,264.55773,-7.16000,85.00000,91.66667
14,2023/6/30 下午 03:50:45,-13.69000,-0.36000,-7.18000,103.00000,108.00000,99.00000,94.00000,94.00000,99.00000,21.93000,25.37000,27.09000,24.79667,13.69473,268.49366,-7.07667,103.33333,95.66667
15,2023/6/30 下午 03:50:45,-12.92000,-3.39000,-7.60000,112.00000,115.00000,105.00000,94.00000,92.00000,97.00000,25.80000,28.38000,29.67000,27.95000,13.35734,255.29792,-7.97000,110.66667,94.33333
16,2023/6/30 下午 03:50:45,-13.72000,-1.78000,-8.01000,100.00000,98.00000,109.00000,87.00000,91.00000,96.00000,20.64000,21.07000,31.39000,24.36667,13.83498,262.60787,-7.83667,102.33333,91.33333
17,2023/6/30 下午 03:50:45,-16.04000,-2.77000,-7.27000,74.00000,70.00000,65.00000,80.00000,78.00000,93.00000,9.46000,9.03000,12.47000,10.32000,16.27742,260.20204,-8.69333,69.66667,83.66667
18,2023/6/30 下午 03:50:45,-14.57000,-0.39000,-5.17000,95.00000,92.00000,80.00000,83.00000,93.00000,94.00000,18.49000,18.49000,18.92000,18.63333,14.57522,268.46671,-6.71000,89.00000,90.00000
