f,T0,V0,V1,V2,V3,V4,V5,V6,phi1,phi2,phi3,phi4,phi5,phi6
T09_stoke_U020_Probe_1_(A1128).csv,9,0.21557822014146014,14.524108262512641,4.001261485478983,0.41998436698618025,0.26255002080870465,0.19858821422276968,0.17751511576652074,0.0,4.662906833253088,3.951439425244352,3.548949642283656,4.567672806168315,5.154988555538785
T09_stoke_U040_Probe_1_(A1128).csv,9,0.3879358246319383,28.654895265765617,7.710390130673275,0.5673784562194827,0.12621940609096766,0.38070285459934694,0.14071343132230046,0.0,4.73155757472534,5.414310769768159,3.260243342743522,3.3745203748784487,5.1166590650772665
T09_stoke_U060_Probe_1_(A1128).csv,9,-0.2785672257390218,44.35618113340973,13.511694979379696,0.85897488077106,0.43465533530327866,0.3093979993038543,0.22900535546057693,0.0,4.704064256113854,6.012475191225707,3.656577500261921,2.8551143068864877,5.999224862694285
T09_stoke_U080_Probe_1_(A1128).csv,9,-1.349310860556287,60.431193903805635,19.20470334151487,1.7068278913476653,1.0091892602897021,0.4992073638870802,0.6607056213790125,0.0,4.57121849869186,0.3483618410033388,4.500449795272557,2.927526194170105,2.844220972062455
T09_stoke_U100_Probe_1_(A1128).csv,9,-1.1869103579141695,76.19869852942311,25.091451557485982,2.7632962016593257,1.1715083038924357,0.6734608940512926,0.492967396785486,0.0,4.655450458213118,0.6280487447408819,4.966855926917938,3.048618340485879,3.437107691919544
T09_stoke_U120_Probe_1_(A1128).csv,9,-3.686833520668099,90.4267540606678,30.84450212616194,3.380930376016791,2.7206647911195154,1.9311687638352895,0.7627990116203746,0.0,4.6298548935552,0.740504249380973,4.419095935676881,2.875440447907627,3.785244840530387
T09_stoke_U140_Probe_1_(A1128).csv,9,-1.8470876984098754,107.32298303400685,35.67252559209333,5.077739211465658,3.112877974070632,1.4010377071058229,0.8273095787209929,0.0,4.579988746835939,0.47781555445578183,4.594209867571434,2.9550851443197255,4.221942335515601
T09_stoke_U160_Probe_1_(A1128).csv,9,-3.4978506189982426,122.7033096936583,42.7618858947764,4.340247623289589,5.237059733157514,1.641075591311178,1.4988858708165338,0.0,4.593160377429025,0.639641467624562,4.611330590222927,3.5012106265593705,4.776121085234125
