f,T0,V0,V1,V2,V3,V4,V5,V6,phi1,phi2,phi3,phi4,phi5,phi6
T09_sin_U020_Probe_1_(A1128).csv,9,-0.12424155104501654,18.35980387895332,0.17027944044455737,0.43438355096004533,0.17826219222517553,0.2624089929549684,0.13642039285462595,0.0,0.6359427762072044,4.187888274443383,2.833744837869257,4.838039427306389,3.913025561605063
T09_sin_U040_Probe_1_(A1128).csv,9,-0.5878839896624123,34.95281815894503,0.43953996080011976,0.8483536517034741,0.3202445887907599,0.5212657902647876,0.23020417415537253,0.0,0.8955760372602783,5.622195440457535,2.465469978583964,2.492722230872004,4.353464100915222
T09_sin_U060_Probe_1_(A1128).csv,9,0.03224119152077649,54.484632712428265,0.49087212433910765,1.9731255360043702,0.7457918006555595,0.5354504981140944,0.36742385570503616,0.0,0.30097709212311674,6.022866409794547,4.204791327586956,2.9701656767166167,2.773533448257478
T09_sin_U080_Probe_1_(A1128).csv,9,-1.203080601625897,76.16343519543615,0.4358734917415896,3.450262942218739,0.06279319626637447,0.5072844418336503,0.6285055529354188,0.0,6.054670632039107,0.023347657892526796,4.518418307761977,1.5162360163283664,1.8511352486144008
T09_sin_U100_Probe_1_(A1128).csv,9,-1.3251627024881267,94.97575744985122,1.0545473410723802,4.9232893842714445,0.8697891198812734,0.7085830718368765,0.5724044874848054,0.0,0.2918073697186041,0.27936532389945673,0.8959028242067028,1.202100385414538,2.0090520138178967
T09_sin_U120_Probe_1_(A1128).csv,9,-1.4135543707225495,120.81787576545811,0.9244753268161181,6.7442135575865185,0.6354404231225627,0.682395808790348,0.46481401256709676,0.0,6.1233223145641515,0.1940767148077279,1.3913057925149692,0.6208849806659544,2.998893437207666
T09_sin_U140_Probe_1_(A1128).csv,9,-1.627567322731035,133.82203779215843,0.4021927895746339,8.285603267032988,0.19794794904177473,1.2302470326633863,0.9217271440298851,0.0,5.486171290267788,0.13602264446680548,3.8061793651045925,0.021127122485327117,3.524942313671098
T09_sin_U160_Probe_1_(A1128).csv,9,-2.172770469756142,152.6937733182451,1.0574613127779322,9.849782391474207,1.3708809631891412,1.3872346224378984,1.0590264447050908,0.0,1.0150914984022268,0.42909242114624896,2.535492849476331,0.9408727578513196,4.2796446000450095
