T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,272559,151082,16388,11693,4597,2554,0,-1.034999126,-0.382999676,-1.547998692,-2.484997901,1.815998466
6,0,300000,130000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,270000,150000,15000,10000,6000,6000,0,-1.5,0,0,0,0
6,0,240000,170000,30000,20000,10000,10000,0,-3.14159,3.15159,3.15159,3.15159,3.15159
