T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,533,356746,130784,17920,11721,4681,2721,0,-0.672999432,0.290999754,-0.717999394,-1.690998572,-2.184998154
9,0,320000,110000,10000,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,1000,360000,130000,20000,10000,5000,3000,0,-1.5,0,0,0,0
9,2000,400000,150000,30000,20000,10000,6000,0,-2.5,3.15159,3.15159,3.15159,3.15159
