V0,V1,V2,V3,V4,V5,V6,phi1,phi2,phi3,phi4,phi5,phi6,Umax
0,18.167,4.54175,0,0,0,0,0,0,0,0,0,0,20
0,36.334,9.0835,0,0,0,0,0,0,0,0,0,0,40
0,54.501,13.62525,0,0,0,0,0,0,0,0,0,0,60
0,72.668,18.167,0,0,0,0,0,0,0,0,0,0,80
0,90.835,22.70875,0,0,0,0,0,0,0,0,0,0,100
0,109.002,27.2505,0,0,0,0,0,0,0,0,0,0,120
0,127.169,31.79225,0,0,0,0,0,0,0,0,0,0,140
0,145.336,36.334,0,0,0,0,0,0,0,0,0,0,160
