T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,26924,18496,1526,1758,1966,4680,0,-1.463,-0.85,0.73,-0.596,0.094
6,0,20000,10000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,27000,20000,3000,3000,3000,3000,0,-1.5,0,0,0,0
6,0,35000,30000,7000,7000,7000,7000,0,-2.5,3.15159,3.15159,3.15159,3.15159
