T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,29726.051,17.188,345.79,0,10677.414,10137.078,0,-0.062,-1.31,1.122,0.061,1.63
6,0,24000,0,0,0,2000,2000,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
6,0,30000,2000,2000,2000,5000,5000,0,0,0,0,0,0
6,0,35000,5000,5000,5000,15000,15000,0,3.15159,3.15159,3.15159,3.15159,3.15159
