T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,157520,88857,6471,5490,4926,4832,0,-1.215,-0.67,-2.073,-0.074,0.002
6,0,100000,70000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,150000,85000,10000,10000,5000,5000,0,-1.5,0,0,0,0
6,0,200000,100000,20000,20000,10000,10000,0,-3.14159,3.15159,3.15159,3.15159,3.15159
