T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,721,188733,65480,8958,6785,2617,1642,0,-1.220998969,-0.344999709,-1.531998706,-2.613997792,2.241998106
12,0,170000,50000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
12,1000,190000,65000,10000,7500,3000,3000,0,-1.5,0,0,0,0
12,2000,210000,80000,20000,15000,6000,6000,0,-2.5,3.15159,3.15159,3.15159,3.15159
