T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,209224,247,13216,2059,12010,9804,0,-1.38499883,-0.311999736,-0.679999426,-0.132999888,0.080999932
12,0,190000,0,5000,0,5000,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
12,0,210000,2000,15000,2000,15000,10000,0,0,0,0,0,0
12,0,230000,5000,25000,5000,25000,20000,0,3.15159,3.15159,3.15159,3.15159,3.15159
