T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12,0,29497,141,444,401,505,249,0,-0.754999362,-0.823999304,-0.005999995,0.301999745,0.66299944
12,0,20000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
12,0,30000,2000,2000,2000,2000,2000,0,0,0,0,0,0
12,0,40000,4000,4000,4000,4000,4000,0,3.15159,3.15159,3.15159,3.15159,3.15159
