Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 01:37:06,-33.91000,-3.38000,-0.53000,69.00000,59.00000,56.00000,70.00000,84.00000,86.00000,9.03000,4.30000,9.46000,7.59667,34.07804,264.30781,-12.60667,61.33333,80.00000
2,2023/2/7 下午 01:37:06,-37.01000,-0.89000,-0.76000,72.00000,68.00000,66.00000,67.00000,93.00000,94.00000,10.32000,8.17000,13.76000,10.75000,37.02070,268.62244,-12.88667,68.66667,84.66667
3,2023/2/7 下午 01:37:06,-35.50000,-1.14000,-1.51000,74.00000,71.00000,70.00000,65.00000,90.00000,81.00000,11.18000,9.46000,15.48000,12.04000,35.51830,268.16071,-12.71667,71.66667,78.66667
4,2023/2/7 下午 01:37:06,-32.97000,-1.58000,-0.38000,86.00000,81.00000,79.00000,65.00000,84.00000,89.00000,16.34000,13.76000,19.35000,16.48333,33.00784,267.25635,-11.64333,82.00000,79.33333
5,2023/2/7 下午 01:37:06,-34.00000,-1.70000,-0.03000,76.00000,70.00000,59.00000,64.00000,71.00000,75.00000,12.04000,9.03000,10.75000,10.60667,34.04247,267.13759,-11.91000,68.33333,70.00000
6,2023/2/7 下午 01:37:06,-32.56000,-1.90000,0.39000,67.00000,77.00000,65.00000,52.00000,83.00000,86.00000,8.17000,12.04000,13.33000,11.18000,32.61539,266.66036,-11.35667,69.66667,73.66667
7,2023/2/7 下午 01:37:06,-34.36000,-2.60000,-0.17000,57.00000,74.00000,58.00000,74.00000,87.00000,86.00000,3.87000,10.75000,10.32000,8.31333,34.45823,265.67271,-12.37667,63.00000,82.33333
8,2023/2/7 下午 01:37:06,-33.01000,-1.64000,0.53000,73.00000,74.00000,59.00000,74.00000,82.00000,81.00000,10.75000,10.75000,10.75000,10.75000,33.05071,267.15577,-11.37333,68.66667,79.00000
9,2023/2/7 下午 01:37:06,-34.46000,-0.32000,-0.47000,64.00000,66.00000,54.00000,74.00000,90.00000,93.00000,6.88000,7.31000,8.60000,7.59667,34.46148,269.46796,-11.75000,61.33333,85.66667
10,2023/2/7 下午 01:37:06,-33.44000,-2.33000,-0.61000,65.00000,61.00000,55.00000,76.00000,92.00000,83.00000,7.31000,5.16000,9.03000,7.16667,33.52108,266.01424,-12.12667,60.33333,83.66667
