Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 01:46:50,124.37000,7.64000,-1.37000,68.00000,73.00000,71.00000,71.00000,69.00000,76.00000,6.88000,8.60000,14.62000,10.03333,124.60444,86.48476,43.54667,70.66667,72.00000
2,2023/2/7 下午 01:46:50,125.46000,10.57000,-1.47000,77.00000,71.00000,71.00000,79.00000,66.00000,83.00000,10.75000,7.74000,14.62000,11.03667,125.90448,85.18421,44.85333,73.00000,76.00000
3,2023/2/7 下午 01:46:50,132.86999,11.20000,0.23000,63.00000,69.00000,63.00000,79.00000,66.00000,73.00000,4.73000,6.88000,11.18000,7.59667,133.34120,85.18176,48.10000,65.00000,72.66667
4,2023/2/7 下午 01:46:50,132.33000,13.13000,-0.70000,69.00000,73.00000,64.00000,82.00000,77.00000,83.00000,7.31000,8.60000,11.61000,9.17333,132.97980,84.33357,48.25333,68.66667,80.66667
5,2023/2/7 下午 01:46:50,132.74000,5.24000,-0.01000,69.00000,82.00000,74.00000,73.00000,69.00000,78.00000,7.31000,12.47000,15.91000,11.89667,132.84338,87.73938,45.99000,75.00000,73.33333
6,2023/2/7 下午 01:46:50,130.41000,1.85000,-2.32000,67.00000,78.00000,60.00000,66.00000,65.00000,69.00000,6.45000,10.75000,9.89000,9.03000,130.42313,89.18725,43.31333,68.33333,66.66667
7,2023/2/7 下午 01:46:50,119.93999,6.54000,-3.04000,73.00000,69.00000,62.00000,69.00000,59.00000,76.00000,9.03000,6.88000,10.75000,8.88667,120.11817,86.87891,41.14666,68.00000,68.00000
8,2023/2/7 下午 01:46:50,117.83000,-0.32000,-3.20000,75.00000,72.00000,72.00000,64.00000,63.00000,72.00000,9.89000,8.17000,15.05000,11.03667,117.83044,90.15560,38.10333,73.00000,66.33333
9,2023/2/7 下午 01:46:50,124.86000,4.42000,-2.06000,70.00000,75.00000,69.00000,81.00000,71.00000,78.00000,7.74000,9.46000,13.76000,10.32000,124.93821,87.97260,42.40667,71.33333,76.66667
10,2023/2/7 下午 01:46:50,124.49000,7.74000,-3.21000,70.00000,75.00000,69.00000,65.00000,69.00000,82.00000,7.74000,9.46000,13.76000,10.32000,124.73038,86.44229,43.00667,71.33333,72.00000
11,2023/2/7 下午 01:46:50,126.92000,-2.05000,-0.64000,84.00000,77.00000,72.00000,81.00000,68.00000,87.00000,13.76000,10.32000,15.05000,13.04333,126.93655,90.92536,41.41000,77.66667,78.66667
