Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 02:31:44,-192.63999,-8.42000,-5.46000,86.00000,86.00000,83.00000,66.00000,77.00000,79.00000,19.78000,19.35000,23.65000,20.92667,192.82392,267.49728,-68.84000,85.00000,74.00000
2,2023/2/7 下午 02:31:44,-191.96000,-2.68000,7.52000,95.00000,96.00000,92.00000,76.00000,78.00000,77.00000,23.65000,23.65000,27.52000,24.94000,191.97871,269.20013,-62.37333,94.33333,77.00000
3,2023/2/7 下午 02:31:44,-190.84001,4.28000,3.36000,89.00000,93.00000,87.00000,59.00000,68.00000,77.00000,21.07000,22.36000,25.37000,22.93333,190.88799,271.28477,-61.06667,89.66667,68.00000
4,2023/2/7 下午 02:31:44,-194.78000,-0.84000,-0.36000,82.00000,87.00000,80.00000,76.00000,73.00000,78.00000,18.06000,19.78000,22.36000,20.06667,194.78182,269.75291,-65.32667,83.00000,75.66667
5,2023/2/7 下午 02:31:44,-180.90000,-4.00000,-3.02000,96.00000,99.00000,91.00000,70.00000,75.00000,83.00000,24.08000,24.94000,27.09000,25.37000,180.94422,268.73330,-62.64000,95.33333,76.00000
6,2023/2/7 下午 02:31:44,-182.06000,-11.78000,-2.00000,93.00000,92.00000,92.00000,79.00000,73.00000,85.00000,22.79000,21.93000,27.52000,24.08000,182.44071,266.29790,-65.28000,92.33333,79.00000
7,2023/2/7 下午 02:31:44,-178.58000,1.24000,4.54000,94.00000,89.00000,95.00000,81.00000,83.00000,90.00000,23.22000,20.64000,28.81000,24.22333,178.58430,270.39784,-57.60000,92.66667,84.66667
8,2023/2/7 下午 02:31:44,-178.10000,-7.98000,-0.36000,99.00000,95.00000,93.00000,81.00000,71.00000,85.00000,25.37000,23.22000,27.95000,25.51333,178.27869,267.43450,-62.14667,95.66667,79.00000
9,2023/2/7 下午 02:31:44,-175.48000,-3.10000,2.80000,89.00000,100.00000,87.00000,71.00000,81.00000,77.00000,21.07000,25.37000,25.37000,23.93667,175.50738,268.98793,-58.59333,92.00000,76.33333
10,2023/2/7 下午 02:31:44,-164.24000,-4.80000,2.24000,83.00000,87.00000,86.00000,70.00000,74.00000,83.00000,18.49000,19.78000,24.94000,21.07000,164.31013,268.32598,-55.60000,85.33333,75.66667
11,2023/2/7 下午 02:31:44,-168.44000,-10.94000,8.56000,92.00000,94.00000,93.00000,70.00000,71.00000,84.00000,22.36000,22.79000,27.95000,24.36667,168.79489,266.28392,-56.94000,93.00000,75.00000
