T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6.000,0.000,174089.665,324.225,9243.989,1312.262,5212.826,3816.357,0.000,-1.055,-0.751,0.388,-0.541,0.793,
