Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 01:26:10,62.25000,2.98000,-2.09000,102.00000,91.00000,94.00000,88.00000,84.00000,92.00000,21.50000,17.20000,27.52000,22.07333,62.32129,87.25926,21.04667,95.66667,88.00000
2,2023/6/30 下午 01:26:10,61.63000,2.31000,-2.34000,97.00000,91.00000,84.00000,79.00000,79.00000,88.00000,19.35000,17.20000,23.22000,19.92333,61.67327,87.85346,20.53333,90.66667,82.00000
3,2023/6/30 下午 01:26:10,60.05000,3.04000,-0.81000,90.00000,94.00000,91.00000,80.00000,81.00000,88.00000,16.34000,18.49000,26.23000,20.35333,60.12690,87.10190,20.76000,91.66667,83.00000
4,2023/6/30 下午 01:26:10,56.93000,2.76000,-1.08000,95.00000,96.00000,95.00000,81.00000,85.00000,90.00000,18.49000,19.35000,27.95000,21.93000,56.99686,87.22444,19.53667,95.33333,85.33333
5,2023/6/30 下午 01:26:10,56.73000,1.79000,-3.09000,102.00000,101.00000,100.00000,91.00000,89.00000,93.00000,21.50000,21.50000,30.10000,24.36667,56.75824,88.19275,18.47667,101.00000,91.00000
6,2023/6/30 下午 01:26:10,53.05000,0.68000,-5.64000,99.00000,96.00000,87.00000,86.00000,81.00000,89.00000,20.21000,19.35000,24.51000,21.35667,53.05436,89.26562,16.03000,94.00000,85.33333
7,2023/6/30 下午 01:26:10,53.05000,1.13000,-5.12000,109.00000,105.00000,102.00000,88.00000,86.00000,92.00000,24.51000,23.22000,30.96000,26.23000,53.06203,88.77975,16.35333,105.33333,88.66667
8,2023/6/30 下午 01:26:10,50.45000,0.92000,-4.93000,89.00000,89.00000,80.00000,88.00000,78.00000,94.00000,15.91000,16.34000,21.50000,17.91667,50.45838,88.95528,15.48000,86.00000,86.66667
9,2023/6/30 下午 01:26:10,50.60000,2.73000,-4.75000,88.00000,82.00000,85.00000,83.00000,78.00000,94.00000,15.48000,13.33000,23.65000,17.48667,50.67359,86.91174,16.19333,85.00000,85.00000
10,2023/6/30 下午 01:26:10,42.83000,2.06000,-3.29000,86.00000,88.00000,92.00000,73.00000,83.00000,92.00000,14.62000,15.91000,26.66000,19.06333,42.87951,87.24636,13.86667,88.66667,82.66667
11,2023/6/30 下午 01:26:10,44.63000,0.11000,-2.34000,71.00000,73.00000,66.00000,82.00000,85.00000,92.00000,8.17000,9.46000,15.48000,11.03667,44.63014,89.85878,14.13333,70.00000,86.33333
12,2023/6/30 下午 01:26:10,43.11000,0.47000,-2.93000,81.00000,80.00000,73.00000,84.00000,78.00000,90.00000,12.47000,12.47000,18.49000,14.47667,43.11256,89.37537,13.55000,78.00000,84.00000
13,2023/6/30 下午 01:26:10,46.89000,-1.35000,-3.47000,97.00000,97.00000,88.00000,88.00000,81.00000,91.00000,19.35000,19.78000,24.94000,21.35667,46.90943,91.64914,14.02333,94.00000,86.66667
14,2023/6/30 下午 01:26:10,44.63000,2.27000,-3.76000,81.00000,80.00000,78.00000,85.00000,87.00000,96.00000,12.47000,12.47000,20.64000,15.19333,44.68769,87.08829,14.38000,79.66667,89.33333
15,2023/6/30 下午 01:26:10,43.89000,2.74000,-3.65000,107.00000,105.00000,98.00000,93.00000,88.00000,91.00000,23.65000,23.22000,29.24000,25.37000,43.97544,86.42773,14.32667,103.33333,90.66667
16,2023/6/30 下午 01:26:10,39.80000,3.84000,-3.53000,96.00000,90.00000,85.00000,82.00000,85.00000,95.00000,18.92000,16.77000,23.65000,19.78000,39.98482,84.48902,13.37000,90.33333,87.33333
17,2023/6/30 下午 01:26:11,38.59000,2.76000,-3.95000,106.00000,104.00000,110.00000,90.00000,86.00000,92.00000,23.22000,22.79000,34.40000,26.80333,38.68857,85.90911,12.46667,106.66667,89.33333
18,2023/6/30 下午 01:26:11,41.04000,0.38000,-2.81000,93.00000,86.00000,88.00000,91.00000,90.00000,91.00000,17.63000,15.05000,24.94000,19.20667,41.04176,89.46950,12.87000,89.00000,90.66667
19,2023/6/30 下午 01:26:11,40.95000,1.36000,-2.18000,91.00000,97.00000,94.00000,90.00000,90.00000,93.00000,16.77000,19.78000,27.52000,21.35667,40.97258,88.09784,13.37667,94.00000,91.00000
20,2023/6/30 下午 01:26:11,39.09000,-0.03000,-2.85000,83.00000,90.00000,78.00000,90.00000,89.00000,90.00000,13.33000,16.77000,20.64000,16.91333,39.09001,90.04397,12.07000,83.66667,89.66667
21,2023/6/30 下午 01:26:11,33.08000,1.49000,-2.96000,77.00000,85.00000,90.00000,91.00000,80.00000,91.00000,10.75000,14.62000,25.80000,17.05667,33.11354,87.42101,10.53667,84.00000,87.33333
22,2023/6/30 下午 01:26:11,32.91000,1.59000,-3.48000,100.00000,95.00000,90.00000,93.00000,89.00000,92.00000,20.64000,18.92000,25.80000,21.78667,32.94839,87.23399,10.34000,95.00000,91.33333
23,2023/6/30 下午 01:26:11,33.89000,0.53000,-3.05000,86.00000,92.00000,91.00000,87.00000,91.00000,90.00000,14.62000,17.63000,26.23000,19.49333,33.89414,89.10403,10.45667,89.66667,89.33333
24,2023/6/30 下午 01:26:11,32.57000,-0.91000,-2.64000,112.00000,114.00000,110.00000,93.00000,93.00000,95.00000,25.80000,27.09000,34.40000,29.09667,32.58271,91.60042,9.67333,112.00000,93.66667
25,2023/6/30 下午 01:26:11,30.68000,2.42000,-2.88000,101.00000,100.00000,88.00000,92.00000,85.00000,94.00000,21.07000,21.07000,24.94000,22.36000,30.77530,85.48992,10.07333,96.33333,90.33333
26,2023/6/30 下午 01:26:11,32.39000,1.95000,-3.26000,89.00000,87.00000,81.00000,92.00000,89.00000,94.00000,15.91000,15.48000,21.93000,17.77333,32.44865,86.55474,10.36000,85.66667,91.66667
27,2023/6/30 下午 01:26:11,29.01000,1.99000,-4.42000,93.00000,97.00000,93.00000,95.00000,89.00000,93.00000,17.63000,19.78000,27.09000,21.50000,29.07817,86.07583,8.86000,94.33333,92.33333
28,2023/6/30 下午 01:26:11,30.52000,1.59000,-4.83000,90.00000,90.00000,89.00000,94.00000,85.00000,93.00000,16.34000,16.77000,25.37000,19.49333,30.56139,87.01776,9.09333,89.66667,90.66667
29,2023/6/30 下午 01:26:11,26.64000,2.57000,-4.43000,95.00000,89.00000,83.00000,95.00000,89.00000,94.00000,18.49000,16.34000,22.79000,19.20667,26.76368,84.48964,8.26000,89.00000,92.66667
30,2023/6/30 下午 01:26:11,27.19000,-0.04000,-4.19000,96.00000,89.00000,81.00000,96.00000,82.00000,92.00000,18.92000,16.34000,21.93000,19.06333,27.19003,90.08429,7.65333,88.66667,90.00000
31,2023/6/30 下午 01:26:11,26.32000,-0.24000,-4.22000,125.00000,118.00000,110.00000,99.00000,93.00000,95.00000,31.39000,28.81000,34.40000,31.53333,26.32110,90.52244,7.28667,117.66667,95.66667
32,2023/6/30 下午 01:26:11,25.86000,-0.91000,-4.72000,103.00000,109.00000,103.00000,91.00000,90.00000,90.00000,21.93000,24.94000,31.39000,26.08667,25.87601,92.01538,6.74333,105.00000,90.33333
33,2023/6/30 下午 01:26:11,22.21000,3.01000,-4.09000,86.00000,84.00000,84.00000,93.00000,85.00000,95.00000,14.62000,14.19000,23.22000,17.34333,22.41304,82.28204,7.04333,84.66667,91.00000
34,2023/6/30 下午 01:26:11,24.12000,2.71000,-3.47000,93.00000,89.00000,91.00000,97.00000,84.00000,96.00000,17.63000,16.34000,26.23000,20.06667,24.27176,83.58942,7.78667,91.00000,92.33333
35,2023/6/30 下午 01:26:11,21.46000,1.63000,-3.19000,94.00000,79.00000,86.00000,98.00000,86.00000,94.00000,18.06000,12.04000,24.08000,18.06000,21.52181,85.65642,6.63333,86.33333,92.66667
36,2023/6/30 下午 01:26:11,20.45000,2.11000,-3.41000,90.00000,83.00000,85.00000,94.00000,87.00000,94.00000,16.34000,13.76000,23.65000,17.91667,20.55857,84.10915,6.38333,86.00000,91.66667
37,2023/6/30 下午 01:26:11,20.21000,2.58000,-3.79000,98.00000,91.00000,104.00000,95.00000,91.00000,92.00000,19.78000,17.20000,31.82000,22.93333,20.37401,82.72499,6.33333,97.66667,92.66667
38,2023/6/30 下午 01:26:11,18.88000,2.22000,-3.20000,110.00000,105.00000,104.00000,91.00000,88.00000,94.00000,24.94000,23.22000,31.82000,26.66000,19.01007,83.29369,5.96667,106.33333,91.00000
39,2023/6/30 下午 01:26:11,16.44000,1.28000,-2.74000,84.00000,75.00000,65.00000,82.00000,71.00000,91.00000,13.76000,10.32000,15.05000,13.04333,16.48975,85.54800,4.99333,74.66667,81.33333
40,2023/6/30 下午 01:26:11,17.96000,2.27000,-2.36000,77.00000,79.00000,81.00000,94.00000,82.00000,94.00000,10.75000,12.04000,21.93000,14.90667,18.10289,82.79647,5.95667,79.00000,90.00000
41,2023/6/30 下午 01:26:11,15.33000,1.76000,-2.26000,88.00000,96.00000,88.00000,88.00000,88.00000,97.00000,15.48000,19.35000,24.94000,19.92333,15.43070,83.45069,4.94333,90.66667,91.00000
42,2023/6/30 下午 01:26:11,16.50000,-0.58000,-2.73000,101.00000,96.00000,93.00000,96.00000,94.00000,94.00000,21.07000,19.35000,27.09000,22.50333,16.51019,92.01320,4.39667,96.66667,94.66667
43,2023/6/30 下午 01:26:11,16.76000,0.38000,-3.55000,106.00000,108.00000,109.00000,97.00000,95.00000,97.00000,23.22000,24.51000,33.97000,27.23333,16.76431,88.70115,4.53000,107.66667,96.33333
44,2023/6/30 下午 01:26:11,14.82000,-0.16000,-3.81000,114.00000,106.00000,107.00000,98.00000,92.00000,94.00000,26.66000,23.65000,33.11000,27.80667,14.82086,90.61855,3.61667,109.00000,94.66667
45,2023/6/30 下午 01:26:11,14.37000,0.62000,-3.87000,122.00000,119.00000,115.00000,99.00000,96.00000,95.00000,30.10000,29.24000,36.55000,31.96333,14.38337,87.52948,3.70667,118.66667,96.66667
46,2023/6/30 下午 01:26:11,14.75000,1.23000,-4.07000,108.00000,98.00000,108.00000,96.00000,93.00000,99.00000,24.08000,20.21000,33.54000,25.94333,14.80120,85.23314,3.97000,104.66667,96.00000
47,2023/6/30 下午 01:26:11,14.19000,1.62000,-4.29000,125.00000,122.00000,111.00000,98.00000,95.00000,97.00000,31.39000,30.53000,34.83000,32.25000,14.28217,83.48703,3.84000,119.33333,96.66667
48,2023/6/30 下午 01:26:11,12.15000,3.02000,-4.41000,92.00000,88.00000,81.00000,97.00000,93.00000,95.00000,17.20000,15.91000,21.93000,18.34667,12.51970,76.04145,3.58667,87.00000,95.00000
49,2023/6/30 下午 01:26:11,12.16000,-0.37000,-3.89000,95.00000,100.00000,104.00000,98.00000,93.00000,94.00000,18.49000,21.07000,31.82000,23.79333,12.16563,91.74284,2.63333,99.66667,95.00000
50,2023/6/30 下午 01:26:11,10.85000,1.37000,-3.70000,91.00000,94.00000,94.00000,97.00000,95.00000,95.00000,16.77000,18.49000,27.52000,20.92667,10.93615,82.80350,2.84000,93.00000,95.66667
51,2023/6/30 下午 01:26:11,8.36000,-0.72000,-3.05000,87.00000,97.00000,98.00000,95.00000,93.00000,95.00000,15.05000,19.78000,29.24000,21.35667,8.39095,94.92242,1.53000,94.00000,94.33333
52,2023/6/30 下午 01:26:11,9.30000,1.37000,-2.75000,85.00000,98.00000,100.00000,95.00000,93.00000,97.00000,14.19000,20.21000,30.10000,21.50000,9.40037,81.61993,2.64000,94.33333,95.00000
53,2023/6/30 下午 01:26:11,6.51000,2.18000,-2.92000,90.00000,97.00000,99.00000,98.00000,93.00000,99.00000,16.34000,19.78000,29.67000,21.93000,6.86531,71.48588,1.92333,95.33333,96.66667
54,2023/6/30 下午 01:26:11,5.29000,3.31000,-2.87000,105.00000,102.00000,109.00000,96.00000,92.00000,96.00000,22.79000,21.93000,33.97000,26.23000,6.24021,57.96542,1.91000,105.33333,94.66667
55,2023/6/30 下午 01:26:11,6.72000,1.72000,-2.81000,127.00000,123.00000,128.00000,95.00000,94.00000,97.00000,32.25000,30.96000,42.14000,35.11667,6.93663,75.64322,1.87667,126.00000,95.33333
56,2023/6/30 下午 01:26:11,6.42000,0.29000,-3.22000,119.00000,110.00000,107.00000,98.00000,96.00000,96.00000,28.81000,25.37000,33.11000,29.09667,6.42655,87.41363,1.16333,112.00000,96.66667
57,2023/6/30 下午 01:26:11,4.48000,1.61000,-3.35000,106.00000,119.00000,97.00000,96.00000,95.00000,95.00000,23.22000,29.24000,28.81000,27.09000,4.76051,70.23283,0.91333,107.33333,95.33333
58,2023/6/30 下午 01:26:11,5.32000,-0.18000,-3.35000,86.00000,112.00000,106.00000,93.00000,94.00000,97.00000,14.62000,26.23000,32.68000,24.51000,5.32304,91.93784,0.59667,101.33333,94.66667
59,2023/6/30 下午 01:26:11,3.37000,1.15000,-3.21000,83.00000,96.00000,100.00000,90.00000,95.00000,96.00000,13.33000,19.35000,30.10000,20.92667,3.56081,71.15798,0.43667,93.00000,93.66667
60,2023/6/30 下午 01:26:11,0.86000,1.38000,-3.46000,90.00000,97.00000,93.00000,93.00000,94.00000,96.00000,16.34000,19.78000,27.09000,21.07000,1.62604,31.93068,-0.40667,93.33333,94.33333
61,2023/6/30 下午 01:26:11,-1.14000,1.62000,-3.56000,97.00000,89.00000,87.00000,96.00000,93.00000,95.00000,19.35000,16.34000,24.51000,20.06667,1.98091,324.86581,-1.02667,91.00000,94.66667
62,2023/6/30 下午 01:26:11,-0.66000,0.61000,-4.00000,100.00000,87.00000,74.00000,89.00000,95.00000,95.00000,20.64000,15.48000,18.92000,18.34667,0.89872,312.74542,-1.35000,87.00000,93.00000
63,2023/6/30 下午 01:26:11,-1.41000,1.99000,-4.35000,96.00000,91.00000,73.00000,90.00000,88.00000,94.00000,18.92000,17.20000,18.49000,18.20333,2.43889,324.68080,-1.25667,86.66667,90.66667
64,2023/6/30 下午 01:26:11,-5.57000,4.21000,-3.95000,96.00000,93.00000,82.00000,97.00000,94.00000,96.00000,18.92000,18.06000,22.36000,19.78000,6.98205,307.08326,-1.77000,90.33333,95.66667
65,2023/6/30 下午 01:26:11,-3.00000,2.99000,-3.80000,86.00000,88.00000,94.00000,92.00000,95.00000,97.00000,14.62000,15.91000,27.52000,19.35000,4.23558,314.90435,-1.27000,89.33333,94.66667
66,2023/6/30 下午 01:26:11,-0.99000,0.29000,-3.54000,88.00000,91.00000,104.00000,93.00000,95.00000,95.00000,15.48000,17.20000,31.82000,21.50000,1.03160,286.32685,-1.41333,94.33333,94.33333
67,2023/6/30 下午 01:26:12,-3.20000,1.57000,-3.78000,93.00000,89.00000,95.00000,93.00000,90.00000,96.00000,17.63000,16.34000,27.95000,20.64000,3.56439,296.13372,-1.80333,92.33333,93.00000
68,2023/6/30 下午 01:26:12,-3.44000,2.57000,-3.42000,82.00000,79.00000,70.00000,88.00000,90.00000,97.00000,12.90000,12.04000,17.20000,14.04667,4.29401,306.76315,-1.43000,77.00000,91.66667
69,2023/6/30 下午 01:26:12,-3.32000,4.67000,-3.07000,72.00000,67.00000,69.00000,84.00000,93.00000,97.00000,8.60000,6.88000,16.77000,10.75000,5.72986,324.59019,-0.57333,69.33333,91.33333
70,2023/6/30 下午 01:26:12,-3.20000,3.49000,-2.44000,71.00000,65.00000,70.00000,92.00000,93.00000,97.00000,8.17000,6.02000,17.20000,10.46333,4.73499,317.48212,-0.71667,68.66667,94.00000
71,2023/6/30 下午 01:26:12,-2.25000,5.42000,-2.17000,80.00000,82.00000,79.00000,96.00000,96.00000,98.00000,12.04000,13.33000,21.07000,15.48000,5.86847,337.45524,0.33333,80.33333,96.66667
72,2023/6/30 下午 01:26:12,-3.05000,4.32000,-2.28000,88.00000,90.00000,83.00000,94.00000,97.00000,97.00000,15.48000,16.77000,22.79000,18.34667,5.28819,324.77720,-0.33667,87.00000,96.00000
73,2023/6/30 下午 01:26:12,-4.03000,2.24000,-2.44000,107.00000,109.00000,105.00000,93.00000,94.00000,96.00000,23.65000,24.94000,32.25000,26.94667,4.61069,299.06667,-1.41000,107.00000,94.33333
74,2023/6/30 下午 01:26:12,-2.22000,2.46000,-3.10000,127.00000,127.00000,123.00000,95.00000,96.00000,94.00000,32.25000,32.68000,39.99000,34.97333,3.31361,317.93567,-0.95333,125.66667,95.00000
75,2023/6/30 下午 01:26:12,-1.48000,2.92000,-3.23000,110.00000,125.00000,106.00000,94.00000,94.00000,95.00000,24.94000,31.82000,32.68000,29.81333,3.27365,333.12186,-0.59667,113.66667,94.33333
76,2023/6/30 下午 01:26:12,-4.60000,6.00000,-3.66000,90.00000,103.00000,82.00000,95.00000,97.00000,96.00000,16.34000,22.36000,22.36000,20.35333,7.56042,322.52382,-0.75333,91.66667,96.00000
77,2023/6/30 下午 01:26:12,-3.61000,3.79000,-3.26000,88.00000,86.00000,82.00000,93.00000,93.00000,94.00000,15.48000,15.05000,22.36000,17.63000,5.23414,316.39341,-1.02667,85.33333,93.33333
78,2023/6/30 下午 01:26:12,-7.60000,4.65000,-2.61000,82.00000,91.00000,97.00000,91.00000,90.00000,97.00000,12.90000,17.20000,28.81000,19.63667,8.90969,301.46005,-1.85333,90.00000,92.66667
79,2023/6/30 下午 01:26:12,-4.64000,3.67000,-2.24000,90.00000,84.00000,93.00000,83.00000,92.00000,98.00000,16.34000,14.19000,27.09000,19.20667,5.91595,308.34217,-1.07000,89.00000,91.00000
80,2023/6/30 下午 01:26:12,-4.99000,6.82000,-2.62000,86.00000,79.00000,62.00000,86.00000,96.00000,93.00000,14.62000,12.04000,13.76000,13.47333,8.45059,323.80813,-0.26333,75.66667,91.66667
81,2023/6/30 下午 01:26:12,-8.29000,4.84000,-3.04000,98.00000,92.00000,76.00000,95.00000,96.00000,96.00000,19.78000,17.63000,19.78000,19.06333,9.59946,300.27792,-2.16333,88.66667,95.66667
82,2023/6/30 下午 01:26:12,-7.82000,2.48000,-2.84000,85.00000,95.00000,91.00000,90.00000,97.00000,97.00000,14.19000,18.92000,26.23000,19.78000,8.20383,287.59567,-2.72667,90.33333,94.66667
83,2023/6/30 下午 01:26:12,-9.29000,0.92000,-1.88000,83.00000,93.00000,84.00000,93.00000,97.00000,96.00000,13.33000,18.06000,23.22000,18.20333,9.33544,275.65563,-3.41667,86.66667,95.33333
84,2023/6/30 下午 01:26:12,-8.11000,2.44000,-1.26000,100.00000,101.00000,91.00000,92.00000,95.00000,98.00000,20.64000,21.50000,26.23000,22.79000,8.46910,286.74460,-2.31000,97.33333,95.00000
85,2023/6/30 下午 01:26:12,-10.90000,5.14000,-1.58000,121.00000,117.00000,121.00000,97.00000,97.00000,98.00000,29.67000,28.38000,39.13000,32.39333,12.05112,295.24667,-2.44667,119.66667,97.33333
86,2023/6/30 下午 01:26:12,-13.05000,2.11000,-1.11000,108.00000,99.00000,93.00000,93.00000,96.00000,98.00000,24.08000,20.64000,27.09000,23.93667,13.21948,279.18443,-4.01667,100.00000,95.66667
87,2023/6/30 下午 01:26:12,-11.86000,3.65000,0.17000,99.00000,100.00000,89.00000,94.00000,95.00000,98.00000,20.21000,21.07000,25.37000,22.21667,12.40895,287.10612,-2.68000,96.00000,95.66667
88,2023/6/30 下午 01:26:12,-12.64000,2.78000,-0.18000,102.00000,103.00000,93.00000,94.00000,96.00000,98.00000,21.50000,22.36000,27.09000,23.65000,12.94210,282.40396,-3.34667,99.33333,96.00000
89,2023/6/30 下午 01:26:12,-14.84000,3.31000,-0.46000,90.00000,87.00000,79.00000,91.00000,95.00000,96.00000,16.34000,15.48000,21.07000,17.63000,15.20466,282.57377,-3.99667,85.33333,94.00000
90,2023/6/30 下午 01:26:12,-15.49000,1.97000,-1.40000,92.00000,83.00000,83.00000,90.00000,94.00000,97.00000,17.20000,13.76000,22.79000,17.91667,15.61477,277.24790,-4.97333,86.00000,93.66667
91,2023/6/30 下午 01:26:12,-17.10000,-0.31000,-1.09000,98.00000,94.00000,88.00000,95.00000,94.00000,98.00000,19.78000,18.49000,24.94000,21.07000,17.10281,268.96142,-6.16667,93.33333,95.66667
92,2023/6/30 下午 01:26:12,-16.93000,0.08000,-1.56000,97.00000,92.00000,93.00000,94.00000,92.00000,97.00000,19.35000,17.63000,27.09000,21.35667,16.93019,270.27074,-6.13667,94.00000,94.33333
93,2023/6/30 下午 01:26:12,-15.49000,3.54000,-2.96000,116.00000,110.00000,115.00000,93.00000,96.00000,97.00000,27.52000,25.37000,36.55000,29.81333,15.88936,282.87299,-4.97000,113.66667,95.33333
94,2023/6/30 下午 01:26:12,-16.01000,3.91000,-1.71000,116.00000,110.00000,103.00000,92.00000,95.00000,97.00000,27.52000,25.37000,31.39000,28.09333,16.48054,283.72426,-4.60333,109.66667,94.66667
95,2023/6/30 下午 01:26:12,-14.41000,4.42000,-1.90000,90.00000,93.00000,88.00000,88.00000,95.00000,96.00000,16.34000,18.06000,24.94000,19.78000,15.07264,287.05242,-3.96333,90.33333,93.00000
96,2023/6/30 下午 01:26:12,-18.93000,-0.52000,-1.94000,87.00000,84.00000,87.00000,86.00000,89.00000,97.00000,15.05000,14.19000,24.51000,17.91667,18.93714,268.42650,-7.13000,86.00000,90.66667
97,2023/6/30 下午 01:26:12,-14.79000,-0.05000,-2.01000,85.00000,82.00000,64.00000,82.00000,95.00000,96.00000,14.19000,13.33000,14.62000,14.04667,14.79008,269.80630,-5.61667,77.00000,91.00000
98,2023/6/30 下午 01:26:12,-15.76000,0.07000,-1.72000,112.00000,98.00000,105.00000,92.00000,96.00000,98.00000,25.80000,20.21000,32.25000,26.08667,15.76016,270.25448,-5.80333,105.00000,95.33333
99,2023/6/30 下午 01:26:12,-14.52000,0.44000,-1.60000,111.00000,107.00000,100.00000,92.00000,97.00000,98.00000,25.37000,24.08000,30.10000,26.51667,14.52667,271.73570,-5.22667,106.00000,95.66667
100,2023/6/30 下午 01:26:12,-16.45000,-0.47000,-2.37000,115.00000,126.00000,113.00000,97.00000,99.00000,98.00000,27.09000,32.25000,35.69000,31.67667,16.45671,268.36342,-6.43000,118.00000,98.00000
101,2023/6/30 下午 01:26:12,-19.00000,0.82000,-2.48000,127.00000,125.00000,122.00000,94.00000,96.00000,99.00000,32.25000,31.82000,39.56000,34.54333,19.01769,272.47123,-6.88667,124.66667,96.33333
102,2023/6/30 下午 01:26:12,-18.50000,1.40000,-2.57000,110.00000,99.00000,103.00000,96.00000,98.00000,99.00000,24.94000,20.64000,31.39000,25.65667,18.55290,274.32765,-6.55667,104.00000,97.66667
103,2023/6/30 下午 01:26:12,-17.48000,-0.23000,-2.84000,110.00000,105.00000,95.00000,94.00000,97.00000,98.00000,24.94000,23.22000,27.95000,25.37000,17.48151,269.24615,-6.85000,103.33333,96.33333
104,2023/6/30 下午 01:26:12,-18.43000,0.51000,-3.40000,94.00000,89.00000,87.00000,86.00000,95.00000,97.00000,18.06000,16.34000,24.51000,19.63667,18.43706,271.58510,-7.10667,90.00000,92.66667
105,2023/6/30 下午 01:26:12,-18.99000,0.15000,-2.80000,90.00000,85.00000,83.00000,87.00000,95.00000,97.00000,16.34000,14.62000,22.79000,17.91667,18.99059,270.45256,-7.21333,86.00000,93.00000
106,2023/6/30 下午 01:26:12,-22.19000,-0.99000,-2.69000,87.00000,86.00000,77.00000,85.00000,96.00000,95.00000,15.05000,15.05000,20.21000,16.77000,22.21207,267.44546,-8.62333,83.33333,92.00000
107,2023/6/30 下午 01:26:12,-24.79000,-0.63000,-2.81000,112.00000,106.00000,105.00000,92.00000,97.00000,95.00000,25.80000,23.65000,32.25000,27.23333,24.79800,268.54423,-9.41000,107.66667,94.66667
108,2023/6/30 下午 01:26:12,-24.55000,-1.85000,-1.49000,113.00000,101.00000,103.00000,90.00000,94.00000,96.00000,26.23000,21.50000,31.39000,26.37333,24.61961,265.69054,-9.29667,105.66667,93.33333
109,2023/6/30 下午 01:26:12,-27.77000,-1.58000,-2.20000,107.00000,102.00000,101.00000,90.00000,95.00000,97.00000,23.65000,21.93000,30.53000,25.37000,27.81491,266.74361,-10.51667,103.33333,94.00000
110,2023/6/30 下午 01:26:12,-29.88000,-0.05000,-2.08000,107.00000,95.00000,91.00000,89.00000,96.00000,96.00000,23.65000,18.92000,26.23000,22.93333,29.88004,269.90412,-10.67000,97.66667,93.66667
111,2023/6/30 下午 01:26:12,-28.16000,-1.95000,-1.89000,108.00000,89.00000,92.00000,85.00000,92.00000,96.00000,24.08000,16.34000,26.66000,22.36000,28.22744,266.03875,-10.66667,96.33333,91.00000
112,2023/6/30 下午 01:26:12,-27.22000,2.63000,-3.06000,118.00000,109.00000,111.00000,89.00000,94.00000,93.00000,28.38000,24.94000,34.83000,29.38333,27.34676,275.51880,-9.21667,112.66667,92.00000
113,2023/6/30 下午 01:26:12,-27.19000,3.62000,-2.52000,77.00000,72.00000,59.00000,87.00000,94.00000,95.00000,10.75000,9.03000,12.47000,10.75000,27.42992,277.58360,-8.69667,69.33333,92.00000
114,2023/6/30 下午 01:26:12,-25.61000,-1.86000,-1.46000,100.00000,95.00000,94.00000,86.00000,95.00000,96.00000,20.64000,18.92000,27.52000,22.36000,25.67745,265.84602,-9.64333,96.33333,92.33333
115,2023/6/30 下午 01:26:12,-25.14000,0.62000,-1.45000,100.00000,93.00000,95.00000,84.00000,92.00000,95.00000,20.64000,18.06000,27.95000,22.21667,25.14764,271.41274,-8.65667,96.00000,90.33333
116,2023/6/30 下午 01:26:12,-29.69000,0.44000,-0.57000,96.00000,96.00000,98.00000,84.00000,93.00000,96.00000,18.92000,19.35000,29.24000,22.50333,29.69326,270.84905,-9.94000,96.66667,91.00000
117,2023/6/30 下午 01:26:13,-24.71000,-1.71000,0.09000,82.00000,82.00000,78.00000,88.00000,96.00000,96.00000,12.90000,13.33000,20.64000,15.62333,24.76910,266.04129,-8.77667,80.66667,93.33333
118,2023/6/30 下午 01:26:13,-28.02000,2.01000,0.02000,87.00000,87.00000,83.00000,88.00000,94.00000,91.00000,15.05000,15.48000,22.79000,17.77333,28.09200,274.10305,-8.66333,85.66667,91.00000
119,2023/6/30 下午 01:26:13,-31.15000,-1.21000,-0.42000,116.00000,106.00000,106.00000,95.00000,95.00000,98.00000,27.52000,23.65000,32.68000,27.95000,31.17349,267.77550,-10.92667,109.33333,96.00000
120,2023/6/30 下午 01:26:13,-29.52000,-0.17000,-0.65000,96.00000,99.00000,99.00000,85.00000,96.00000,98.00000,18.92000,20.64000,29.67000,23.07667,29.52049,269.67005,-10.11333,98.00000,93.00000
121,2023/6/30 下午 01:26:13,-30.43000,-1.12000,-1.28000,106.00000,103.00000,90.00000,89.00000,95.00000,97.00000,23.22000,22.36000,25.80000,23.79333,30.45061,267.89214,-10.94333,99.66667,93.66667
122,2023/6/30 下午 01:26:13,-33.18000,-2.11000,-1.40000,99.00000,104.00000,98.00000,89.00000,92.00000,96.00000,20.21000,22.79000,29.24000,24.08000,33.24702,266.36132,-12.23000,100.33333,92.33333
123,2023/6/30 下午 01:26:13,-34.00000,-3.00000,-1.92000,121.00000,111.00000,114.00000,82.00000,93.00000,96.00000,29.67000,25.80000,36.12000,30.53000,34.13210,264.95755,-12.97333,115.33333,90.33333
124,2023/6/30 下午 01:26:13,-36.91000,-0.18000,-2.98000,93.00000,91.00000,81.00000,89.00000,90.00000,97.00000,17.63000,17.20000,21.93000,18.92000,36.91044,269.72059,-13.35667,88.33333,92.00000
125,2023/6/30 下午 01:26:13,-38.35000,-0.67000,-3.28000,87.00000,86.00000,81.00000,63.00000,94.00000,96.00000,15.05000,15.05000,21.93000,17.34333,38.35585,268.99911,-14.10000,84.66667,84.33333
