Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/6/30 下午 05:40:14,-138.62000,-4.72000,-2.22000,101.00000,104.00000,95.00000,80.00000,89.00000,89.00000,24.94000,27.09000,28.38000,26.80333,138.70033,268.04984,-48.52000,100.00000,86.00000
2,2023/6/30 下午 05:40:14,-138.82000,-7.06000,-4.74000,103.00000,100.00000,106.00000,73.00000,86.00000,92.00000,25.80000,25.37000,33.11000,28.09333,138.99941,267.08860,-50.20667,103.00000,83.66667
3,2023/6/30 下午 05:40:14,-135.80000,-4.80000,-3.94000,103.00000,107.00000,108.00000,74.00000,88.00000,92.00000,25.80000,28.38000,33.97000,29.38333,135.88481,267.97566,-48.18000,106.00000,84.66667
4,2023/6/30 下午 05:40:14,-129.34000,-2.34000,-1.78000,99.00000,96.00000,94.00000,75.00000,77.00000,88.00000,24.08000,23.65000,27.95000,25.22667,129.36117,268.96353,-44.48667,96.33333,80.00000
5,2023/6/30 下午 05:40:14,-130.84000,-5.66000,-1.74000,102.00000,99.00000,98.00000,68.00000,90.00000,93.00000,25.37000,24.94000,29.67000,26.66000,130.96237,267.52299,-46.08000,99.66667,83.66667
6,2023/6/30 下午 05:40:14,-127.47999,-9.94000,-1.74000,102.00000,103.00000,105.00000,75.00000,88.00000,90.00000,25.37000,26.66000,32.68000,28.23667,127.86693,265.54150,-46.38666,103.33333,84.33333
7,2023/6/30 下午 05:40:14,-128.84001,-7.64000,-0.98000,102.00000,102.00000,97.00000,81.00000,89.00000,92.00000,25.37000,26.23000,29.24000,26.94667,129.06633,266.60643,-45.82000,100.33333,87.33333
8,2023/6/30 下午 05:40:14,-127.94000,-7.34000,-5.06000,112.00000,107.00000,109.00000,76.00000,91.00000,91.00000,29.67000,28.38000,34.40000,30.81667,128.15038,266.71650,-46.78000,109.33333,86.00000
9,2023/6/30 下午 05:40:14,-131.34000,-4.66000,-5.42000,111.00000,106.00000,112.00000,78.00000,87.00000,91.00000,29.24000,27.95000,35.69000,30.96000,131.42265,267.96797,-47.14000,109.66667,85.33333
10,2023/6/30 下午 05:40:14,-123.56000,-4.32000,-3.24000,101.00000,106.00000,109.00000,73.00000,86.00000,92.00000,24.94000,27.95000,34.40000,29.09667,123.63550,267.99760,-43.70667,105.33333,83.66667
11,2023/6/30 下午 05:40:14,-126.14000,-3.30000,-1.84000,114.00000,109.00000,110.00000,73.00000,88.00000,94.00000,30.53000,29.24000,34.83000,31.53333,126.18316,268.50140,-43.76000,111.00000,85.00000
12,2023/6/30 下午 05:40:14,-119.26000,-7.22000,-1.98000,103.00000,106.00000,110.00000,77.00000,87.00000,92.00000,25.80000,27.95000,34.83000,29.52667,119.47835,266.53554,-42.82000,106.33333,85.33333
13,2023/6/30 下午 05:40:14,-127.56000,-7.96000,-0.20000,117.00000,115.00000,108.00000,78.00000,90.00000,93.00000,31.82000,31.82000,33.97000,32.53667,127.80811,266.42926,-45.24000,113.33333,87.00000
14,2023/6/30 下午 05:40:14,-117.22000,-13.30000,-0.44000,99.00000,98.00000,95.00000,75.00000,88.00000,93.00000,24.08000,24.51000,28.38000,25.65667,117.97211,263.52680,-43.65333,97.33333,85.33333
15,2023/6/30 下午 05:40:14,-127.54000,-9.22000,-3.06000,109.00000,111.00000,113.00000,76.00000,93.00000,93.00000,28.38000,30.10000,36.12000,31.53333,127.87283,265.86522,-46.60667,111.00000,87.33333
