Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 05:08:42,74.92000,3.12000,-1.64000,97.00000,94.00000,90.00000,90.00000,89.00000,96.00000,21.50000,19.35000,25.37000,22.07333,74.98494,87.61533,25.46667,93.66667,91.66667
2,2023/2/7 下午 05:08:42,72.62000,1.54000,-1.40000,86.00000,99.00000,90.00000,85.00000,92.00000,95.00000,16.77000,21.50000,25.37000,21.21333,72.63633,88.78515,24.25333,91.66667,90.66667
3,2023/2/7 下午 05:08:42,73.04000,2.10000,-2.34000,87.00000,94.00000,84.00000,84.00000,92.00000,97.00000,17.20000,19.35000,22.79000,19.78000,73.07019,88.35312,24.26667,88.33333,91.00000
4,2023/2/7 下午 05:08:42,71.98000,0.52000,-2.10000,95.00000,95.00000,90.00000,86.00000,89.00000,92.00000,20.64000,19.78000,25.37000,21.93000,71.98188,89.58609,23.46667,93.33333,89.00000
5,2023/2/7 下午 05:08:42,72.56000,2.52000,-2.04000,93.00000,95.00000,86.00000,92.00000,86.00000,94.00000,19.78000,19.78000,23.65000,21.07000,72.60375,88.01092,24.34667,91.33333,90.66667
6,2023/2/7 下午 05:08:42,71.36000,3.58000,-0.46000,92.00000,95.00000,78.00000,92.00000,90.00000,92.00000,19.35000,19.78000,20.21000,19.78000,71.44974,87.12798,24.82667,88.33333,91.33333
7,2023/2/7 下午 05:08:42,72.82000,0.46000,-1.52000,92.00000,89.00000,84.00000,88.00000,94.00000,94.00000,19.35000,17.20000,22.79000,19.78000,72.82145,89.63807,23.92000,88.33333,92.00000
8,2023/2/7 下午 05:08:42,66.42000,5.68000,-0.54000,90.00000,97.00000,82.00000,92.00000,92.00000,94.00000,18.49000,20.64000,21.93000,20.35333,66.66242,85.11216,23.85333,89.66667,92.66667
9,2023/2/7 下午 05:08:42,66.36000,2.96000,0.24000,112.00000,102.00000,98.00000,92.00000,93.00000,94.00000,27.95000,22.79000,28.81000,26.51667,66.42599,87.44600,23.18667,104.00000,93.00000
10,2023/2/7 下午 05:08:42,63.56000,1.20000,-0.38000,95.00000,92.00000,93.00000,88.00000,90.00000,97.00000,20.64000,18.49000,26.66000,21.93000,63.57132,88.91840,21.46000,93.33333,91.66667
