Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 04:58:12,3.37000,-0.02000,0.32000,60.00000,102.00000,82.00000,94.00000,99.00000,97.00000,5.16000,22.36000,21.93000,16.48333,3.37006,90.34003,1.22333,81.33333,96.66667
2,2023/2/7 下午 04:58:12,3.04000,-0.09000,0.20000,68.00000,101.00000,90.00000,91.00000,99.00000,99.00000,8.60000,21.93000,25.37000,18.63333,3.04133,91.69576,1.05000,86.33333,96.33333
3,2023/2/7 下午 04:58:12,3.74000,0.27000,0.35000,78.00000,100.00000,89.00000,95.00000,93.00000,99.00000,12.90000,21.50000,24.94000,19.78000,3.74973,85.87084,1.45333,89.00000,95.66667
4,2023/2/7 下午 04:58:12,3.76000,0.13000,0.27000,74.00000,86.00000,84.00000,94.00000,98.00000,99.00000,11.18000,15.48000,22.79000,16.48333,3.76225,88.01982,1.38667,81.33333,97.00000
5,2023/2/7 下午 04:58:12,3.95000,0.07000,0.31000,96.00000,96.00000,83.00000,92.00000,98.00000,99.00000,20.64000,19.78000,22.36000,20.92667,3.95062,88.98474,1.44333,91.66667,96.33333
6,2023/2/7 下午 04:58:12,3.86000,0.05000,0.34000,89.00000,84.00000,82.00000,95.00000,97.00000,98.00000,17.63000,14.62000,21.93000,18.06000,3.86032,89.25787,1.41667,85.00000,96.66667
7,2023/2/7 下午 04:58:12,3.80000,0.02000,0.32000,92.00000,60.00000,93.00000,96.00000,95.00000,99.00000,18.92000,4.30000,26.66000,16.62667,3.80005,89.69845,1.38000,81.66667,96.66667
8,2023/2/7 下午 04:58:13,3.85000,0.10000,0.29000,85.00000,67.00000,92.00000,94.00000,88.00000,99.00000,15.91000,7.31000,26.23000,16.48333,3.85130,88.51213,1.41333,81.33333,93.66667
9,2023/2/7 下午 04:58:13,3.81000,-0.12000,0.23000,78.00000,86.00000,75.00000,93.00000,94.00000,99.00000,12.90000,15.48000,18.92000,15.76667,3.81189,91.80400,1.30667,79.66667,95.33333
10,2023/2/7 下午 04:58:13,3.56000,0.26000,0.25000,75.00000,63.00000,58.00000,82.00000,95.00000,99.00000,11.61000,5.59000,11.61000,9.60333,3.56948,85.82289,1.35667,65.33333,92.00000
11,2023/2/7 下午 04:58:13,3.89000,-0.37000,0.22000,72.00000,56.00000,57.00000,89.00000,93.00000,96.00000,10.32000,2.58000,11.18000,8.02667,3.90756,95.43338,1.24667,61.66667,92.66667
12,2023/2/7 下午 04:58:13,3.70000,0.19000,0.33000,58.00000,62.00000,59.00000,92.00000,97.00000,96.00000,4.30000,5.16000,12.04000,7.16667,3.70488,87.06037,1.40667,59.66667,95.00000
13,2023/2/7 下午 04:58:13,4.10000,0.04000,0.28000,67.00000,62.00000,72.00000,92.00000,97.00000,99.00000,8.17000,5.16000,17.63000,10.32000,4.10020,89.44103,1.47333,67.00000,96.00000
14,2023/2/7 下午 04:58:13,3.47000,0.63000,0.41000,64.00000,78.00000,58.00000,89.00000,80.00000,97.00000,6.88000,12.04000,11.61000,10.17667,3.52673,79.70968,1.50333,66.66667,88.66667
15,2023/2/7 下午 04:58:13,4.22000,-0.06000,0.30000,68.00000,64.00000,56.00000,94.00000,98.00000,96.00000,8.60000,6.02000,10.75000,8.45667,4.22043,90.81458,1.48667,62.66667,96.00000
16,2023/2/7 下午 04:58:13,4.26000,0.16000,0.23000,75.00000,58.00000,55.00000,89.00000,96.00000,98.00000,11.61000,3.44000,10.32000,8.45667,4.26300,87.84906,1.55000,62.66667,94.33333
17,2023/2/7 下午 04:58:13,4.36000,0.02000,0.35000,69.00000,63.00000,50.00000,96.00000,98.00000,96.00000,9.03000,5.59000,8.17000,7.59667,4.36005,89.73718,1.57667,60.66667,96.66667
18,2023/2/7 下午 04:58:13,4.32000,0.16000,0.34000,54.00000,58.00000,49.00000,93.00000,98.00000,96.00000,2.58000,3.44000,7.74000,4.58667,4.32296,87.87890,1.60667,53.66667,95.66667
19,2023/2/7 下午 04:58:13,4.42000,0.06000,0.28000,55.00000,60.00000,46.00000,90.00000,95.00000,98.00000,3.01000,4.30000,6.45000,4.58667,4.42041,89.22228,1.58667,53.66667,94.33333
20,2023/2/7 下午 04:58:13,4.14000,0.34000,0.28000,65.00000,77.00000,65.00000,94.00000,94.00000,98.00000,7.31000,11.61000,14.62000,11.18000,4.15394,85.30509,1.58667,69.00000,95.33333
