Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 05:01:11,-17.94000,-0.14000,-1.42000,68.00000,66.00000,63.00000,85.00000,95.00000,98.00000,9.03000,7.31000,13.76000,10.03333,17.94055,269.55288,-6.50000,65.66667,92.66667
2,2023/2/7 下午 05:01:11,-18.71000,-0.73000,-1.32000,57.00000,68.00000,44.00000,83.00000,96.00000,95.00000,4.30000,8.17000,5.59000,6.02000,18.72423,267.76565,-6.92000,56.33333,91.33333
3,2023/2/7 下午 05:01:11,-18.43000,0.15000,-1.26000,65.00000,75.00000,56.00000,79.00000,94.00000,96.00000,7.74000,11.18000,10.75000,9.89000,18.43061,270.46631,-6.51333,65.33333,89.66667
4,2023/2/7 下午 05:01:11,-17.06000,0.50000,-1.22000,73.00000,79.00000,73.00000,78.00000,94.00000,96.00000,11.18000,12.90000,18.06000,14.04667,17.06733,271.67876,-5.92667,75.00000,89.33333
5,2023/2/7 下午 05:01:11,-14.55000,-0.10000,-1.10000,59.00000,60.00000,48.00000,80.00000,92.00000,91.00000,5.16000,4.73000,7.31000,5.73333,14.55034,269.60622,-5.25000,55.66667,87.66667
6,2023/2/7 下午 05:01:11,-17.69000,-1.13000,-1.12000,65.00000,87.00000,66.00000,72.00000,97.00000,93.00000,7.74000,16.34000,15.05000,13.04333,17.72605,266.34503,-6.64667,72.66667,87.33333
7,2023/2/7 下午 05:01:11,-17.10000,-0.63000,-1.04000,87.00000,99.00000,104.00000,87.00000,98.00000,96.00000,17.20000,21.50000,31.39000,23.36333,17.11160,267.89006,-6.25667,96.66667,93.66667
8,2023/2/7 下午 05:01:11,-16.58000,0.09000,-1.19000,69.00000,75.00000,70.00000,81.00000,92.00000,95.00000,9.46000,11.18000,16.77000,12.47000,16.58024,270.31101,-5.89333,71.33333,89.33333
9,2023/2/7 下午 05:01:11,-16.51000,-0.58000,-1.08000,57.00000,57.00000,46.00000,79.00000,93.00000,95.00000,4.30000,3.44000,6.45000,4.73000,16.52018,267.98801,-6.05667,53.33333,89.00000
10,2023/2/7 下午 05:01:11,-16.68000,0.81000,-1.17000,66.00000,81.00000,67.00000,86.00000,93.00000,97.00000,8.17000,13.76000,15.48000,12.47000,16.69966,272.78016,-5.68000,71.33333,92.00000
11,2023/2/7 下午 05:01:11,-16.41000,0.64000,-1.11000,71.00000,72.00000,67.00000,82.00000,97.00000,99.00000,10.32000,9.89000,15.48000,11.89667,16.42248,272.23344,-5.62667,70.00000,92.66667
12,2023/2/7 下午 05:01:11,-16.77000,0.84000,-1.30000,77.00000,81.00000,71.00000,90.00000,96.00000,97.00000,12.90000,13.76000,17.20000,14.62000,16.79102,272.86752,-5.74333,76.33333,94.33333
13,2023/2/7 下午 05:01:11,-16.08000,1.58000,-1.33000,97.00000,94.00000,87.00000,90.00000,97.00000,98.00000,21.50000,19.35000,24.08000,21.64333,16.15744,275.61180,-5.27667,92.66667,95.00000
14,2023/2/7 下午 05:01:11,-15.87000,1.10000,-1.59000,92.00000,85.00000,87.00000,90.00000,95.00000,98.00000,19.35000,15.48000,24.08000,19.63667,15.90808,273.96501,-5.45333,88.00000,94.33333
15,2023/2/7 下午 05:01:11,-16.25000,1.02000,-1.58000,77.00000,70.00000,70.00000,86.00000,96.00000,97.00000,12.90000,9.03000,16.77000,12.90000,16.28198,273.59170,-5.60333,72.33333,93.00000
16,2023/2/7 下午 05:01:11,-17.09000,0.61000,-1.76000,81.00000,91.00000,82.00000,89.00000,97.00000,98.00000,14.62000,18.06000,21.93000,18.20333,17.10088,272.04421,-6.08000,84.66667,94.66667
17,2023/2/7 下午 05:01:11,-16.36000,0.95000,-1.95000,85.00000,93.00000,81.00000,91.00000,98.00000,98.00000,16.34000,18.92000,21.50000,18.92000,16.38756,273.32335,-5.78667,86.33333,95.66667
18,2023/2/7 下午 05:01:11,-16.18000,0.63000,-2.15000,66.00000,63.00000,54.00000,77.00000,93.00000,97.00000,8.17000,6.02000,9.89000,8.02667,16.19226,272.22980,-5.90000,61.00000,89.00000
19,2023/2/7 下午 05:01:11,-16.99000,0.21000,-1.88000,88.00000,94.00000,85.00000,78.00000,95.00000,95.00000,17.63000,19.35000,23.22000,20.06667,16.99130,270.70815,-6.22000,89.00000,89.33333
20,2023/2/7 下午 05:01:11,-15.87000,0.79000,-1.26000,98.00000,120.00000,107.00000,92.00000,99.00000,98.00000,21.93000,30.53000,32.68000,28.38000,15.88965,272.84980,-5.44667,108.33333,96.33333
21,2023/2/7 下午 05:01:11,-15.64000,-0.42000,-1.30000,79.00000,79.00000,54.00000,85.00000,94.00000,97.00000,13.76000,12.90000,9.89000,12.18333,15.64564,268.46174,-5.78667,70.66667,92.00000
22,2023/2/7 下午 05:01:11,-14.78000,0.90000,-0.86000,77.00000,80.00000,72.00000,88.00000,95.00000,98.00000,12.90000,13.33000,17.63000,14.62000,14.80738,273.48461,-4.91333,76.33333,93.66667
23,2023/2/7 下午 05:01:11,-15.93000,0.60000,-1.23000,59.00000,75.00000,55.00000,85.00000,96.00000,97.00000,5.16000,11.18000,10.32000,8.88667,15.94130,272.15701,-5.52000,63.00000,92.66667
24,2023/2/7 下午 05:01:11,-12.95000,0.34000,-0.84000,64.00000,63.00000,66.00000,75.00000,95.00000,95.00000,7.31000,6.02000,15.05000,9.46000,12.95446,271.50395,-4.48333,64.33333,88.33333
25,2023/2/7 下午 05:01:11,-15.20000,-0.05000,-1.11000,72.00000,71.00000,73.00000,89.00000,95.00000,98.00000,10.75000,9.46000,18.06000,12.75667,15.20008,269.81153,-5.45333,72.00000,94.00000
26,2023/2/7 下午 05:01:11,-13.24000,0.47000,-0.87000,65.00000,69.00000,60.00000,86.00000,92.00000,96.00000,7.74000,8.60000,12.47000,9.60333,13.24834,272.03306,-4.54667,64.66667,91.33333
27,2023/2/7 下午 05:01:11,-13.95000,0.74000,-0.95000,81.00000,91.00000,72.00000,92.00000,98.00000,98.00000,14.62000,18.06000,17.63000,16.77000,13.96961,273.03650,-4.72000,81.33333,96.00000
28,2023/2/7 下午 05:01:11,-12.88000,0.63000,-0.80000,63.00000,61.00000,52.00000,85.00000,94.00000,97.00000,6.88000,5.16000,9.03000,7.02333,12.89540,272.80028,-4.35000,58.66667,92.00000
29,2023/2/7 下午 05:01:11,-12.56000,-1.02000,-1.25000,72.00000,70.00000,63.00000,88.00000,88.00000,97.00000,10.75000,9.03000,13.76000,11.18000,12.60135,265.35719,-4.94333,68.33333,91.00000
30,2023/2/7 下午 05:01:11,-12.45000,-0.66000,-1.18000,88.00000,84.00000,87.00000,95.00000,97.00000,98.00000,17.63000,15.05000,24.08000,18.92000,12.46748,266.96547,-4.76333,86.33333,96.66667
31,2023/2/7 下午 05:01:11,-11.87000,-0.09000,-0.88000,68.00000,59.00000,63.00000,92.00000,90.00000,96.00000,9.03000,4.30000,13.76000,9.03000,11.87034,269.56558,-4.28000,63.33333,92.66667
32,2023/2/7 下午 05:01:11,-11.59000,-0.73000,-1.17000,75.00000,76.00000,67.00000,86.00000,97.00000,97.00000,12.04000,11.61000,15.48000,13.04333,11.61297,266.39597,-4.49667,72.66667,93.33333
33,2023/2/7 下午 05:01:11,-11.80000,-0.58000,-1.05000,83.00000,87.00000,68.00000,92.00000,98.00000,98.00000,15.48000,16.34000,15.91000,15.91000,11.81425,267.18603,-4.47667,79.33333,96.00000
34,2023/2/7 下午 05:01:11,-12.65000,-0.87000,-1.14000,84.00000,82.00000,71.00000,94.00000,98.00000,98.00000,15.91000,14.19000,17.20000,15.76667,12.67988,266.06569,-4.88667,79.00000,96.66667
