Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
1,2023/2/7 下午 03:38:31,-5.86000,-0.29000,-0.54000,53.00000,74.00000,70.00000,80.00000,96.00000,96.00000,3.01000,11.18000,16.77000,10.32000,5.86717,267.16685,-2.23000,65.66667,90.66667
2,2023/2/7 下午 03:38:31,-5.46000,-0.49000,-0.38000,52.00000,70.00000,75.00000,84.00000,93.00000,98.00000,2.58000,9.46000,18.92000,10.32000,5.48194,264.87181,-2.11000,65.66667,91.66667
3,2023/2/7 下午 03:38:31,-5.67000,-0.35000,-0.39000,68.00000,50.00000,41.00000,84.00000,96.00000,95.00000,9.46000,0.86000,4.30000,4.87333,5.68079,266.46771,-2.13667,53.00000,91.66667
4,2023/2/7 下午 03:38:31,-5.08000,-0.52000,-0.40000,59.00000,53.00000,42.00000,83.00000,98.00000,98.00000,5.59000,2.15000,4.73000,4.15667,5.10654,264.15543,-2.00000,51.33333,93.00000
5,2023/2/7 下午 03:38:31,-5.27000,-0.30000,-0.36000,64.00000,57.00000,54.00000,79.00000,97.00000,94.00000,7.74000,3.87000,9.89000,7.16667,5.27853,266.74190,-1.97667,58.33333,90.00000
6,2023/2/7 下午 03:38:31,-5.36000,-0.41000,-0.33000,62.00000,53.00000,43.00000,87.00000,95.00000,91.00000,6.88000,2.15000,5.16000,4.73000,5.37566,265.62582,-2.03333,52.66667,91.00000
7,2023/2/7 下午 03:38:31,-4.29000,-0.49000,-0.30000,62.00000,80.00000,57.00000,89.00000,87.00000,95.00000,6.88000,13.76000,11.18000,10.60667,4.31789,263.48396,-1.69333,66.33333,90.33333
8,2023/2/7 下午 03:38:31,-4.84000,-1.03000,-0.19000,73.00000,74.00000,71.00000,90.00000,96.00000,97.00000,11.61000,11.18000,17.20000,13.33000,4.94838,257.98611,-2.02000,72.66667,94.33333
9,2023/2/7 下午 03:38:31,-5.17000,-0.82000,-0.23000,93.00000,76.00000,81.00000,89.00000,98.00000,96.00000,20.21000,12.04000,21.50000,17.91667,5.23463,260.98754,-2.07333,83.33333,94.33333
10,2023/2/7 下午 03:38:31,-5.14000,-0.47000,-0.19000,85.00000,70.00000,83.00000,96.00000,97.00000,97.00000,16.77000,9.46000,22.36000,16.19667,5.16144,264.77542,-1.93333,79.33333,96.66667
11,2023/2/7 下午 03:38:31,-5.26000,-0.62000,-0.17000,74.00000,75.00000,81.00000,94.00000,97.00000,93.00000,12.04000,11.61000,21.50000,15.05000,5.29641,263.27752,-2.01667,76.66667,94.66667
12,2023/2/7 下午 03:38:31,-4.55000,-0.59000,-0.14000,68.00000,89.00000,79.00000,88.00000,93.00000,94.00000,9.46000,17.63000,20.64000,15.91000,4.58809,262.61166,-1.76000,78.66667,91.66667
13,2023/2/7 下午 03:38:31,-4.55000,-0.36000,0.03000,75.00000,89.00000,65.00000,89.00000,89.00000,95.00000,12.47000,17.63000,14.62000,14.90667,4.56422,265.47613,-1.62667,76.33333,91.00000
14,2023/2/7 下午 03:38:31,-4.82000,-0.40000,0.02000,66.00000,62.00000,61.00000,82.00000,89.00000,96.00000,8.60000,6.02000,12.90000,9.17333,4.83657,265.25603,-1.73333,63.00000,89.00000
15,2023/2/7 下午 03:38:31,-4.03000,-0.17000,0.03000,76.00000,69.00000,70.00000,86.00000,96.00000,95.00000,12.90000,9.03000,16.77000,12.90000,4.03358,267.58449,-1.39000,71.66667,92.33333
16,2023/2/7 下午 03:38:31,-3.88000,0.33000,0.00000,78.00000,74.00000,78.00000,92.00000,95.00000,95.00000,13.76000,11.18000,20.21000,15.05000,3.89401,274.86139,-1.18333,76.66667,94.00000
17,2023/2/7 下午 03:38:31,-4.10000,-0.19000,0.10000,65.00000,57.00000,51.00000,92.00000,94.00000,97.00000,8.17000,3.87000,8.60000,6.88000,4.10440,267.34673,-1.39667,57.66667,94.33333
18,2023/2/7 下午 03:38:31,-4.60000,-0.49000,-0.07000,56.00000,84.00000,62.00000,89.00000,89.00000,95.00000,4.30000,15.48000,13.33000,11.03667,4.62602,263.91968,-1.72000,67.33333,91.00000
19,2023/2/7 下午 03:38:31,-4.62000,0.70000,-0.03000,64.00000,68.00000,60.00000,95.00000,94.00000,95.00000,7.74000,8.60000,12.47000,9.60333,4.67273,278.61565,-1.31667,64.00000,94.66667
20,2023/2/7 下午 03:38:31,-4.68000,0.14000,-0.11000,82.00000,61.00000,62.00000,92.00000,96.00000,95.00000,15.48000,5.59000,13.33000,11.46667,4.68209,271.71347,-1.55000,68.33333,94.33333
21,2023/2/7 下午 03:38:31,-4.26000,0.08000,-0.16000,76.00000,81.00000,78.00000,88.00000,96.00000,97.00000,12.90000,14.19000,20.21000,15.76667,4.26075,271.07585,-1.44667,78.33333,93.66667
22,2023/2/7 下午 03:38:31,-4.26000,0.16000,-0.14000,59.00000,71.00000,76.00000,94.00000,93.00000,97.00000,5.59000,9.89000,19.35000,11.61000,4.26300,272.15094,-1.41333,68.66667,94.66667
23,2023/2/7 下午 03:38:31,-4.29000,0.22000,-0.20000,62.00000,70.00000,48.00000,93.00000,87.00000,95.00000,6.88000,9.46000,7.31000,7.88333,4.29564,272.93567,-1.42333,60.00000,91.66667
24,2023/2/7 下午 03:38:31,-4.21000,0.07000,-0.20000,63.00000,67.00000,41.00000,95.00000,89.00000,95.00000,7.31000,8.17000,4.30000,6.59333,4.21058,270.95257,-1.44667,57.00000,93.00000
25,2023/2/7 下午 03:38:31,-4.05000,0.18000,-0.20000,79.00000,65.00000,61.00000,92.00000,96.00000,98.00000,14.19000,7.31000,12.90000,11.46667,4.05400,272.54480,-1.35667,68.33333,95.33333
26,2023/2/7 下午 03:38:31,-4.34000,0.46000,-0.19000,87.00000,67.00000,73.00000,92.00000,96.00000,98.00000,17.63000,8.17000,18.06000,14.62000,4.36431,276.05024,-1.35667,75.66667,95.33333
27,2023/2/7 下午 03:38:31,-4.41000,0.28000,-0.24000,60.00000,69.00000,62.00000,93.00000,97.00000,97.00000,6.02000,9.03000,13.33000,9.46000,4.41888,273.63295,-1.45667,63.66667,95.66667
28,2023/2/7 下午 03:38:31,-4.69000,0.36000,-0.27000,67.00000,71.00000,68.00000,87.00000,98.00000,99.00000,9.03000,9.89000,15.91000,11.61000,4.70380,274.38936,-1.53333,68.66667,94.66667
29,2023/2/7 下午 03:38:31,-4.33000,-0.16000,-0.35000,63.00000,83.00000,64.00000,85.00000,91.00000,98.00000,7.31000,15.05000,14.19000,12.18333,4.33296,267.88380,-1.61333,70.00000,91.33333
30,2023/2/7 下午 03:38:31,-4.60000,0.37000,-0.33000,64.00000,71.00000,52.00000,90.00000,92.00000,98.00000,7.74000,9.89000,9.03000,8.88667,4.61486,274.59867,-1.52000,62.33333,93.33333
31,2023/2/7 下午 03:38:31,-4.51000,0.30000,-0.30000,67.00000,59.00000,63.00000,58.00000,89.00000,98.00000,9.03000,4.73000,13.76000,9.17333,4.51997,273.80564,-1.50333,63.00000,81.66667
32,2023/2/7 下午 03:38:31,-4.83000,0.45000,-0.35000,70.00000,71.00000,79.00000,79.00000,98.00000,98.00000,10.32000,9.89000,20.64000,13.61667,4.85092,275.32275,-1.57667,73.33333,91.66667
33,2023/2/7 下午 03:38:31,-4.72000,0.17000,-0.43000,71.00000,91.00000,86.00000,91.00000,99.00000,97.00000,10.75000,18.49000,23.65000,17.63000,4.72306,272.06273,-1.66000,82.66667,95.66667
34,2023/2/7 下午 03:38:31,-4.94000,0.22000,-0.49000,60.00000,78.00000,69.00000,90.00000,96.00000,98.00000,6.02000,12.90000,16.34000,11.75333,4.94490,272.54995,-1.73667,69.00000,94.66667
35,2023/2/7 下午 03:38:31,-4.96000,-0.15000,-0.60000,57.00000,68.00000,55.00000,93.00000,88.00000,99.00000,4.73000,8.60000,10.32000,7.88333,4.96227,268.26779,-1.90333,60.00000,93.33333
36,2023/2/7 下午 03:38:31,-4.46000,0.26000,-0.49000,75.00000,77.00000,82.00000,87.00000,97.00000,98.00000,12.47000,12.47000,21.93000,15.62333,4.46757,273.33634,-1.56333,78.00000,94.00000
37,2023/2/7 下午 03:38:31,-5.08000,0.08000,-0.54000,79.00000,87.00000,79.00000,91.00000,99.00000,98.00000,14.19000,16.77000,20.64000,17.20000,5.08063,270.90222,-1.84667,81.66667,96.00000
38,2023/2/7 下午 03:38:31,-4.98000,0.32000,-0.55000,80.00000,90.00000,91.00000,92.00000,98.00000,99.00000,14.62000,18.06000,25.80000,19.49333,4.99027,273.67660,-1.73667,87.00000,96.33333
39,2023/2/7 下午 03:38:31,-4.71000,-0.40000,-0.45000,58.00000,51.00000,61.00000,87.00000,98.00000,92.00000,5.16000,1.29000,12.90000,6.45000,4.72695,265.14576,-1.85333,56.66667,92.33333
40,2023/2/7 下午 03:38:31,-4.67000,0.72000,-0.47000,50.00000,70.00000,46.00000,85.00000,57.00000,90.00000,1.72000,9.46000,6.45000,5.87667,4.72518,278.76460,-1.47333,55.33333,77.33333
41,2023/2/7 下午 03:38:31,-4.45000,0.00000,-0.39000,54.00000,71.00000,60.00000,89.00000,97.00000,98.00000,3.44000,9.89000,12.47000,8.60000,4.45000,270.00000,-1.61333,61.66667,94.66667
42,2023/2/7 下午 03:38:31,-5.19000,0.14000,-0.53000,85.00000,93.00000,87.00000,88.00000,99.00000,98.00000,16.77000,19.35000,24.08000,20.06667,5.19189,271.54518,-1.86000,88.33333,95.00000
43,2023/2/7 下午 03:38:31,-4.93000,0.20000,-0.51000,77.00000,86.00000,81.00000,90.00000,99.00000,98.00000,13.33000,16.34000,21.50000,17.05667,4.93406,272.32310,-1.74667,81.33333,95.66667
44,2023/2/7 下午 03:38:31,-4.24000,-0.50000,-0.41000,74.00000,71.00000,66.00000,89.00000,98.00000,96.00000,12.04000,9.89000,15.05000,12.32667,4.26938,263.27448,-1.71667,70.33333,94.33333
45,2023/2/7 下午 03:38:32,-4.82000,-0.15000,-0.39000,80.00000,68.00000,51.00000,88.00000,96.00000,94.00000,14.62000,8.60000,8.60000,10.60667,4.82233,268.21751,-1.78667,66.33333,92.66667
46,2023/2/7 下午 03:38:32,-4.82000,0.09000,-0.33000,84.00000,86.00000,77.00000,92.00000,95.00000,98.00000,16.34000,16.34000,19.78000,17.48667,4.82084,271.06971,-1.68667,82.33333,95.00000
47,2023/2/7 下午 03:38:32,-4.67000,-0.09000,-0.33000,100.00000,91.00000,95.00000,90.00000,96.00000,99.00000,23.22000,18.49000,27.52000,23.07667,4.67087,268.89594,-1.69667,95.33333,95.00000
48,2023/2/7 下午 03:38:32,-4.99000,-0.19000,-0.44000,96.00000,85.00000,89.00000,91.00000,98.00000,98.00000,21.50000,15.91000,24.94000,20.78333,4.99362,267.81945,-1.87333,90.00000,95.66667
49,2023/2/7 下午 03:38:32,-4.47000,-0.22000,-0.48000,71.00000,75.00000,78.00000,92.00000,97.00000,97.00000,10.75000,11.61000,20.21000,14.19000,4.47541,267.18235,-1.72333,74.66667,95.33333
50,2023/2/7 下午 03:38:32,-4.46000,-0.12000,-0.65000,66.00000,59.00000,60.00000,85.00000,91.00000,96.00000,8.60000,4.73000,12.47000,8.60000,4.46161,268.45878,-1.74333,61.66667,90.66667
51,2023/2/7 下午 03:38:32,-4.26000,-0.05000,-0.83000,63.00000,80.00000,61.00000,87.00000,91.00000,98.00000,7.31000,13.76000,12.90000,11.32333,4.26029,269.32755,-1.71333,68.00000,92.00000
52,2023/2/7 下午 03:38:32,-4.15000,-0.59000,-0.89000,65.00000,90.00000,61.00000,87.00000,90.00000,96.00000,8.17000,18.06000,12.90000,13.04333,4.19173,261.90856,-1.87667,72.00000,91.00000
