T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
12.000,283.835,118579.417,39300.324,3895.611,3029.367,991.176,1688.638,0.000,-1.345,-0.719,-1.983,1.509,1.011,
