T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,303,216970,72668,7038,4602,2196,1946,0,-0.630999467,0.227999807,-0.75799936,-1.46799876,-1.253998941
9,0,200000,55000,0,0,0,0,0,0.5,-3.14159,-3.14159,-3.14159,-3.14159
9,0,220000,70000,7500,5000,5000,5000,0,-1.5,0,0,0,0
9,0,240000,85000,15000,10000,10000,10000,0,-2.5,3.15159,3.15159,3.15159,3.15159
