T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9,0,235290,520,10339,894,1599,1432,0,-1.038999122,0.235999801,0.846999285,-1.164999016,-0.269999772
9,0,215000,0,5000,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159,-3.14159
9,0,235000,3000,10000,3000,3000,3000,0,0,0,0,0,0
9,0,255000,6000,15000,6000,6000,6000,0,3.15159,3.15159,3.15159,3.15159,3.15159
