T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
9.000,0.000,100042.462,228.753,1552.260,658.987,1556.102,2057.276,0.000,-1.194,0.083,-0.559,-0.321,-0.696,
