T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,128131.86,305.211,5891.313,824.158,2325.49,2248.04,0,-1.519,-0.818,0.629,-0.503,1.093
6,0,90000,0,0,0,0,0,0,-3.14159,-1.5,-3.14159,-3.14159,-3.14159
6,0,130000,2000,4000,2000,2000,2000,0,0,-0.5,0,0,0
6,0,170000,5000,8000,4000,4000,4000,0,3.15159,0.5,3.15159,3.15159,3.15159
