T,R0,R1,R2,R3,R4,R5,R6,phi1,phi2,phi3,phi4,phi5,phi6
6,0,116015,71122,4566,4017,8071,6808,0,-1.227,-0.784,-1.67,-0.076,-0.892
6,0,80000,50000,0,0,0,0,0,0,-3.14159,-3.14159,-3.14159,-3.14159
6,0,120000,65000,5000,5000,5000,5000,0,-1.5,0,0,0,0
6,0,160000,80000,15000,15000,15000,15000,0,-3.14159,3.15159,3.15159,3.15159,3.15159
